,time [s]
initialize,0.003388
pretrain_policy,10.3838
initialize_CEGIS,0.183496
iter0_learner,3.737087
iter0_plot,0.113343
iter0_verifier,3.946265
iter0_process_counterexamples,0.042374
iter1_learner,4.802596
iter1_plot,0.004782
iter1_verifier,3.698095
iter1_process_counterexamples,0.036076
iter2_learner,3.510861
iter2_plot,0.00464
iter2_verifier,3.681277
iter2_process_counterexamples,0.033145
iter3_learner,3.820109
iter3_plot,0.004877
iter3_verifier,3.777467
iter3_process_counterexamples,0.032634
iter4_learner,3.828645
iter4_plot,0.004758
iter4_verifier,3.743388
iter4_process_counterexamples,0.115839
iter5_learner,3.792805
iter5_plot,0.005113
iter5_verifier,3.86765
iter5_process_counterexamples,0.032068
iter6_learner,3.809402
iter6_plot,0.005153
iter6_verifier,137.8778
iter6_process_counterexamples,0.076581
iter7_learner,3.794801
iter7_plot,0.005221
iter7_verifier,4.369696
iter7_process_counterexamples,0.032376
iter8_learner,3.857423
iter8_plot,0.005128
iter8_verifier,4.395609
iter8_process_counterexamples,0.030926
iter9_learner,3.897897
iter9_plot,0.005193
iter9_verifier,1082.0983
