iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.034162,[1.        0.9683071],44.05127,[1.        0.9683071],45.984055,,157.67451,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.733401,[1.         0.96572924],27.025509,[1.         0.96572924],41.71265,,143.6054,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,5.018131,[1.        0.9997252],14.095166,[1.        0.9997252],31.285412,,109.97037,
3,4.125179,[1.        0.8844004],6.593398,[1.        0.8844004],4.9894276,,9.270857,,3.5309155,[1.        0.9996175],9.82739,[1.        0.9996175],26.073944,,92.11393,
4,3.0926855,[1.         0.94971865],5.035,[1.         0.94971865],3.856644,,7.4341164,,3.0763175,[1.        0.9995661],8.29792,[1.        0.9995661],27.117048,,95.53543,
5,2.4669533,[1.         0.99853885],4.0787234,[1.         0.99853885],3.346686,,6.821067,,3.3330731,[1.        0.9661731],8.520694,[1.        0.9661731],31.508787,,110.372154,
6,1.9609058,[0.99999064 1.        ],3.3043218,[0.99999064 1.        ],2.7109718,,5.653387,,5.2272124,[1.         0.93165135],11.629779,[1.         0.93165135],41.20197,,139.50609,
7,1.1558731,[0.99984026 1.        ],2.0274155,[0.99984026 1.        ],1.9796542,,4.577939,,13.819921,[1.         0.89853626],28.4275,[1.         0.89853626],71.3849,,227.82738,
8,0.56014866,[1.         0.99991333],0.99752104,[1.         0.99991333],1.1829877,,2.9228826,,18.662758,[1.        0.8750473],38.22101,[1.        0.8750473],107.02199,,339.1605,
9,0.31737784,[0.99991775 1.        ],0.5927826,[0.99991775 1.        ],0.9575157,,2.558441,,20.552225,[1.        0.8884275],41.99912,[1.        0.8884275],124.07918,,392.44626,
10,0.3613728,[1.        0.9999805],0.6443263,[1.        0.9999805],1.0080707,,2.6396513,,20.469015,[1.        0.8680797],41.86915,[1.        0.8680797],122.569984,,388.77856,
