iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.139808,[1.         0.96473134],44.492355,[1.         0.96473134],46.05083,,159.1417,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.305009,[1.        0.9904022],26.650845,[1.        0.9904022],39.674084,,138.05756,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,4.9351277,[0.9999582 1.       ],14.221015,[0.9999582 1.       ],30.516579,,108.128426,
3,4.0478005,[1.         0.83672655],6.464029,[1.         0.83672655],4.915068,,9.193223,,3.5015886,[1.        0.9998068],9.939096,[1.        0.9998068],26.143133,,93.267784,
4,2.9988353,[1.        0.8991213],4.8817973,[1.        0.8991213],3.9425395,,7.8410597,,3.0133321,[1.         0.99988294],8.275495,[1.         0.99988294],25.569523,,91.08952,
5,2.3859468,[1.         0.94366074],3.9413772,[1.         0.94366074],3.3690073,,7.0354366,,3.2662792,[1.        0.9857047],8.536293,[1.        0.9857047],27.001602,,95.322174,
6,1.8898091,[1.         0.99456924],3.1642756,[1.         0.99456924],2.8438308,,6.1682525,,4.170604,[1.         0.97017956],9.87078,[1.         0.97017956],29.674448,,102.33986,
7,1.3068895,[0.9999343 1.       ],2.2730465,[0.9999343 1.       ],2.3973668,,5.720384,,7.9435663,[1.        0.9213292],16.601494,[1.        0.9213292],42.14686,,136.31754,
8,0.49819905,[1.         0.99988765],0.96314704,[1.         0.99988765],1.727828,,4.880108,,17.697046,[1.        0.8545785],35.907722,[1.        0.8545785],83.43854,,256.3839,
9,0.33634034,[0.9999715 1.       ],0.6468091,[0.9999715 1.       ],1.3987639,,4.0496635,,21.302181,[1.         0.83539927],43.018772,[1.         0.83539927],106.250305,,324.61197,
10,0.3658619,[1.       0.999794],0.69296396,[1.       0.999794],1.4100599,,4.033207,,21.541565,[1.        0.8291767],43.70515,[1.        0.8291767],109.88245,,335.92538,
11,0.3260064,[1.         0.99996233],0.6070639,[1.         0.99996233],1.3515956,,3.892296,,20.798088,[1.         0.83483744],42.65317,[1.         0.83483744],109.39375,,336.65253,
