iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,15.023561,[1.        0.9679111],44.040928,[1.        0.9679111],45.99918,,157.662,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.689038,[1.         0.96745205],26.946243,[1.         0.96745205],41.582928,,143.1286,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,5.0456095,[1.        0.9991054],14.20585,[1.        0.9991054],31.398504,,110.41761,
3,4.2611814,[1.        0.9135497],6.7356653,[1.        0.9135497],5.2515326,,9.672105,,3.571707,[1.        0.9998595],9.9704895,[1.        0.9998595],26.125093,,92.18298,
4,3.3155046,[1.        0.9748301],5.315477,[1.        0.9748301],4.380352,,8.486906,,3.039506,[1.        0.9992345],8.271936,[1.        0.9992345],26.765806,,94.09704,
5,2.685246,[1.        0.9996959],4.3657656,[1.        0.9996959],3.750789,,7.544373,,3.3126678,[1.         0.98160076],8.334713,[1.         0.98160076],30.360378,,105.782265,
6,2.1524491,[1.        0.9999318],3.5577013,[1.        0.9999318],3.2399225,,6.8150425,,4.241872,[1.        0.9484089],10.178807,[1.        0.9484089],38.50253,,133.18913,
7,1.4043368,[1.        0.9999064],2.3968167,[1.        0.9999064],2.533504,,5.764188,,10.907548,[1.         0.89810544],21.137213,[1.         0.89810544],61.202724,,191.57393,
8,0.5623992,[0.99998313 1.        ],1.001432,[0.99998313 1.        ],1.7494358,,4.594458,,18.046034,[1.        0.8816881],36.5974,[1.        0.8816881],95.543365,,299.82315,
9,0.35544005,[1.        0.9999432],0.65154576,[1.        0.9999432],1.654476,,4.5885396,,20.768717,[1.        0.8715708],42.056087,[1.        0.8715708],114.155014,,353.21054,
10,0.39163747,[0.9999957 1.       ],0.70957017,[0.9999957 1.       ],1.6278864,,4.470661,,21.102262,[1.        0.8633561],42.569824,[1.        0.8633561],117.51508,,363.44135,
11,0.38372314,[0.9988741 1.       ],0.6917037,[0.9988741 1.       ],1.6094725,,4.4251666,,20.881275,[1.        0.8587188],42.14948,[1.        0.8587188],116.3926,,361.19666,
