iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.03625,[1.        0.9679421],44.058723,[1.        0.9679421],46.05238,,157.90128,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.589847,[1.        0.9674402],26.70842,[1.        0.9674402],41.05272,,141.52281,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.846774,[1.        0.9998749],13.689969,[1.        0.9998749],30.867552,,108.98756,
3,4.3286905,[1.         0.97132933],6.63342,[1.         0.97132933],5.3289986,,9.555231,,3.3051343,[0.99999756 1.        ],9.268393,[0.99999756 1.        ],25.120474,,89.05129,
4,3.3168602,[1.        0.9997827],5.1890397,[1.        0.9997827],4.4124484,,8.499266,,2.8223999,[1.        0.9996199],7.712144,[1.        0.9996199],25.80499,,91.434364,
5,2.7104845,[1.       0.999921],4.3131104,[1.       0.999921],3.9364781,,8.036417,,2.9809945,[1.         0.98304236],7.765,[1.         0.98304236],29.064629,,102.29647,
6,2.1763036,[1.         0.99999225],3.5374522,[1.         0.99999225],3.4406276,,7.4324727,,3.9294994,[1.         0.94277483],9.388513,[1.         0.94277483],36.93044,,128.50702,
7,1.3920248,[1.        0.9996922],2.3759127,[1.        0.9996922],2.946904,,7.208061,,10.608124,[1.        0.8861409],20.451809,[1.        0.8861409],60.12984,,189.41399,
8,0.6169876,[1.        0.9999443],1.1088753,[1.        0.9999443],2.1088505,,5.7848597,,18.114235,[1.        0.8694585],36.432873,[1.        0.8694585],100.33818,,317.3637,
9,0.3706788,[0.9999934 1.       ],0.682796,[0.9999934 1.       ],1.7954358,,5.0976577,,20.412745,[1.        0.8661381],41.383854,[1.        0.8661381],116.56236,,367.3549,
10,0.38763204,[0.99998146 1.        ],0.70086557,[0.99998146 1.        ],1.7596003,,4.9628887,,20.66873,[1.         0.84879684],41.91001,[1.         0.84879684],119.29329,,377.23264,
11,0.38892964,[1.        0.9999944],0.7045969,[1.        0.9999944],1.7784162,,5.0183983,,20.571836,[1.        0.8437962],41.753876,[1.        0.8437962],118.08207,,373.95584,
