iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.041144,[1.         0.96693647],44.17515,[1.         0.96693647],46.081623,,158.0061,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.9149475,[1.        0.9624444],27.574022,[1.        0.9624444],41.712933,,143.19113,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.127291,[1.        0.9997189],14.453217,[1.        0.9997189],31.710503,,111.658615,
3,4.023031,[1.         0.83776516],6.424328,[1.         0.83776516],4.8909483,,9.159428,,3.6675935,[1.        0.9999827],10.222297,[1.        0.9999827],26.311728,,92.62905,
4,3.0979977,[1.         0.89427096],5.012071,[1.         0.89427096],3.9768267,,7.7706685,,3.1331363,[1.        0.9987671],8.475233,[1.        0.9987671],27.687971,,97.217,
5,2.4892642,[1.        0.9375716],4.0875096,[1.        0.9375716],3.4045775,,6.9773526,,3.4068782,[1.        0.9684902],8.645107,[1.        0.9684902],31.707684,,110.53919,
6,1.979683,[1.        0.9864871],3.2871714,[1.        0.9864871],2.844913,,6.0017276,,5.0306616,[1.         0.93109506],11.689591,[1.         0.93109506],42.161064,,144.29669,
7,1.0921919,[0.99976087 1.        ],1.9110863,[0.99976087 1.        ],2.0828955,,5.0542274,,13.290635,[1.        0.9039229],27.342089,[1.        0.9039229],71.729904,,229.57477,
8,0.4129549,[0.99997944 1.        ],0.79358864,[0.99997944 1.        ],1.5451859,,4.40982,,19.444029,[1.        0.8849986],39.907978,[1.        0.8849986],101.574684,,314.94986,
9,0.38677484,[1.         0.99989504],0.70306695,[1.         0.99989504],1.3314115,,3.7236362,,20.234459,[1.         0.88052285],41.551594,[1.         0.88052285],105.65903,,329.0602,
10,0.36536157,[1.        0.9999484],0.656655,[1.        0.9999484],1.2578521,,3.5059042,,20.39491,[1.        0.8769742],41.80476,[1.        0.8769742],107.96529,,335.9838,
11,0.3571269,[1.        0.9999804],0.6455261,[1.        0.9999804],1.2793777,,3.6016264,,20.713648,[1.        0.8734715],42.260273,[1.        0.8734715],110.31349,,344.01184,
