iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.976325,[1.         0.96842873],43.980167,[1.         0.96842873],45.903713,,157.48523,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.641989,[1.         0.96768665],26.832182,[1.         0.96768665],41.35638,,142.64241,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,5.053273,[1.         0.99993396],14.186814,[1.         0.99993396],31.24546,,110.0695,
3,4.256846,[1.      0.91416],6.7223835,[1.      0.91416],5.257693,,9.687696,,3.5251899,[1.         0.99999446],9.835081,[1.         0.99999446],25.535957,,90.21759,
4,3.2852323,[1.        0.9781845],5.274121,[1.        0.9781845],4.3770776,,8.52869,,3.1517336,[1.         0.99995816],8.508441,[1.         0.99995816],27.631758,,97.31118,
5,2.7069051,[1.        0.9995542],4.386128,[1.        0.9995542],3.7903905,,7.6117845,,3.4365702,[1.         0.98523927],8.5519905,[1.         0.98523927],30.640232,,106.99366,
6,2.1833816,[1.         0.99987704],3.5898972,[1.         0.99987704],3.2677789,,6.8286767,,4.4183435,[1.        0.9595216],10.577084,[1.        0.9595216],38.39018,,132.38881,
7,1.4528106,[1.        0.9997747],2.4540598,[1.        0.9997747],2.567294,,5.7626767,,11.441015,[1.         0.89244115],22.585846,[1.         0.89244115],60.80371,,189.76941,
8,0.63981134,[1.         0.99996084],1.1079826,[1.         0.99996084],1.6607599,,4.186271,,17.914707,[1.       0.892541],36.808823,[1.       0.892541],92.377304,,287.76083,
9,0.41169348,[1.         0.99984396],0.7096656,[1.         0.99984396],1.4804902,,3.9306548,,20.26989,[1.        0.8833408],41.707592,[1.        0.8833408],109.62194,,341.11606,
10,0.3733008,[0.9999564 1.       ],0.6441862,[0.9999564 1.       ],1.4414669,,3.8927827,,20.79233,[1.         0.89241284],42.542854,[1.         0.89241284],112.37339,,348.74078,
