iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.0056925,[1.         0.96807665],44.06561,[1.         0.96807665],46.03868,,157.89685,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.70629,[1.         0.96579725],27.020124,[1.         0.96579725],41.765278,,143.84972,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,5.037796,[1.         0.99977845],14.203787,[1.         0.99977845],31.631243,,111.4488,
3,4.0843496,[1.        0.8871016],6.5360203,[1.        0.8871016],4.947832,,9.207417,,3.555485,[1.        0.9997887],9.9027,[1.        0.9997887],26.53207,,93.47551,
4,3.099841,[1.        0.9511718],5.0469275,[1.        0.9511718],4.002825,,7.84509,,3.1437433,[1.         0.99978966],8.47461,[1.         0.99978966],27.835958,,98.43319,
5,2.491346,[1.        0.9974788],4.1121297,[1.        0.9974788],3.2461758,,6.4842887,,3.534415,[1.         0.97548676],8.8735695,[1.         0.97548676],32.048904,,112.23822,
6,1.9591677,[0.99997723 1.        ],3.3023887,[0.99997723 1.        ],2.8826358,,6.1619625,,5.3128533,[1.        0.9389554],12.308489,[1.        0.9389554],43.07955,,147.22835,
7,1.0257621,[0.9999708 1.       ],1.838984,[0.9999708 1.       ],1.6961331,,3.9257617,,14.046154,[1.        0.9014192],28.99185,[1.        0.9014192],72.59627,,230.41273,
8,0.4306263,[0.999984 1.      ],0.83797354,[0.999984 1.      ],1.073615,,2.8162892,,19.963383,[1.        0.8873432],40.588028,[1.        0.8873432],103.01327,,319.69193,
9,0.38006306,[1.         0.99999714],0.708182,[1.         0.99999714],1.0246254,,2.6960595,,20.568594,[1.         0.88324475],41.99849,[1.         0.88324475],109.38694,,339.86258,
10,0.33519337,[1.        0.9999565],0.627381,[1.        0.9999565],0.98354053,,2.6309206,,20.48677,[1.        0.8909409],41.672222,[1.        0.8909409],110.37005,,342.5501,
11,0.36419526,[1.        0.9989276],0.66490376,[1.        0.9989276],0.9609432,,2.5300353,,20.45663,[1.        0.8713685],41.49632,[1.        0.8713685],109.37618,,340.06863,
