,time [s]
initialize,0.003167
pretrain_policy,7.726304
initialize_CEGIS,0.171624
iter0_learner,4.876807
iter0_plot,0.096298
iter0_verifier,0.785736
iter0_process_counterexamples,0.024981
iter1_learner,15.335119
iter1_plot,0.004603
iter1_verifier,0.422872
iter1_process_counterexamples,0.024936
iter2_learner,14.123434
iter2_plot,0.004517
iter2_verifier,0.449293
iter2_process_counterexamples,0.024564
iter3_learner,14.302099
iter3_plot,0.004939
iter3_verifier,0.4308
iter3_process_counterexamples,0.024319
iter4_learner,14.329965
iter4_plot,0.004723
iter4_verifier,0.433577
iter4_process_counterexamples,0.025424
iter5_learner,14.297774
iter5_plot,0.004632
iter5_verifier,0.44208
iter5_process_counterexamples,0.023577
iter6_learner,15.042376
iter6_plot,0.004836
iter6_verifier,0.536685
iter6_process_counterexamples,0.02389
iter7_learner,14.442495
iter7_plot,0.004908
iter7_verifier,0.745999
iter7_process_counterexamples,0.023728
iter8_learner,14.458061
iter8_plot,0.004917
iter8_verifier,0.704221
iter8_process_counterexamples,0.023594
iter9_learner,14.641718
iter9_plot,0.005025
iter9_verifier,18.961754
iter9_process_counterexamples,0.031824
iter10_learner,15.185663
iter10_plot,0.005577
iter10_verifier,0.710154
iter10_process_counterexamples,0.026664
iter11_learner,14.793088
iter11_plot,0.005186
iter11_verifier,50.67616
