iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.066046,[1.        0.9674959],44.133682,[1.        0.9674959],46.067318,,157.88708,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.714404,[1.         0.96489394],27.058462,[1.         0.96489394],41.652985,,143.98866,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,4.9241858,[1.         0.99977225],13.915162,[1.         0.99977225],31.360031,,110.74621,
3,4.1880975,[1.         0.90321916],6.7233095,[1.         0.90321916],4.963897,,9.105676,,3.367359,[1.        0.9999161],9.40872,[1.        0.9999161],25.550402,,90.35008,
4,3.154504,[1.        0.9685598],5.1656294,[1.        0.9685598],4.053824,,7.924879,,2.925237,[1.         0.99974793],7.9292364,[1.         0.99974793],27.41191,,97.085976,
5,2.557963,[1.         0.99991256],4.2508616,[1.         0.99991256],3.5243726,,7.2044835,,3.0260391,[1.        0.9736135],7.757096,[1.        0.9736135],30.813768,,108.623856,
6,1.941117,[0.9998662 1.       ],3.2971787,[0.9998662 1.       ],2.6818697,,5.5939083,,6.186097,[1.        0.9201875],12.116868,[1.        0.9201875],45.133896,,148.06157,
7,1.0868418,[1.         0.99996865],1.9206613,[1.         0.99996865],1.9392412,,4.5367446,,15.051077,[1.         0.91473615],29.905811,[1.         0.91473615],77.73095,,246.22021,
8,0.5391244,[1.         0.99989843],0.93502754,[1.         0.99989843],1.1806053,,2.924172,,18.949373,[1.        0.8827934],37.76362,[1.        0.8827934],99.819756,,307.9006,
9,0.29122674,[0.9997183 1.       ],0.5088156,[0.9997183 1.       ],0.98227894,,2.6489103,,20.761902,[1.         0.89577764],41.88224,[1.         0.89577764],110.69561,,335.06244,
10,0.35610914,[1.        0.9999844],0.6071116,[1.        0.9999844],1.0786935,,2.85836,,20.658302,[1.         0.87427473],41.712036,[1.         0.87427473],108.69195,,328.97577,
