iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,15.025134,[1.         0.96744937],44.07767,[1.         0.96744937],46.08056,,157.99951,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.697133,[1.         0.96796966],26.905268,[1.         0.96796966],41.6313,,143.2224,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,4.9969616,[1.        0.9995869],13.992695,[1.        0.9995869],32.005863,,112.663376,
3,4.288926,[1.         0.91255504],6.7635536,[1.         0.91255504],5.2482123,,9.604132,,3.4473002,[1.        0.9996467],9.586229,[1.        0.9996467],26.4694,,93.65225,
4,3.272678,[1.        0.9777826],5.241375,[1.        0.9777826],4.3338203,,8.401441,,2.896985,[1.        0.9998391],7.8562984,[1.        0.9998391],26.251955,,92.86089,
5,2.636678,[0.9999518 1.       ],4.273762,[0.9999518 1.       ],3.6817713,,7.386739,,3.0057466,[1.        0.9766397],7.746162,[1.        0.9766397],29.606915,,104.23432,
6,2.1203642,[0.99994904 1.        ],3.4916635,[0.99994904 1.        ],3.1638212,,6.6118703,,3.6036494,[1.        0.9428096],8.673793,[1.        0.9428096],35.94818,,125.23149,
7,1.4826372,[0.9999728 1.       ],2.5077157,[0.9999728 1.       ],2.5746973,,5.7545877,,8.1364,[1.        0.8878639],16.136124,[1.        0.8878639],54.51716,,177.06363,
8,0.6429741,[0.9998751 1.       ],1.1495804,[0.9998751 1.       ],1.899301,,4.9431424,,17.447763,[1.        0.8600396],34.580402,[1.        0.8600396],95.95091,,298.97922,
9,0.36407918,[0.9998876 1.       ],0.6462987,[0.9998876 1.       ],1.6217338,,4.463642,,20.0417,[1.         0.83341044],40.720387,[1.         0.83341044],116.9703,,364.56494,
10,0.35652405,[1.        0.9999856],0.6362383,[1.        0.9999856],1.562486,,4.310314,,20.970718,[1.        0.8247046],42.097656,[1.        0.8247046],122.52173,,381.36307,
11,0.35921672,[1.         0.99999875],0.63631713,[1.         0.99999875],1.5366715,,4.2242284,,20.852894,[1.         0.81688875],41.825726,[1.         0.81688875],121.91164,,379.1876,
