iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,3.9203026,[0.9993273 1.       ],8.432577,[0.9993273 1.       ],4.3378735,,9.99832,,17.009108,[1.         0.94890034],48.609695,[1.         0.94890034],48.77363,,165.83145,
1,3.9203026,[0.9993273 1.       ],8.432577,[0.9993273 1.       ],4.3378735,,9.99832,,16.173857,[0.9991908 1.       ],45.102352,[0.9991908 1.       ],61.948544,,211.04594,
2,3.9203026,[0.9993273 1.       ],8.432577,[0.9993273 1.       ],4.3378735,,9.99832,,20.33398,[0.9997695 1.       ],52.607887,[0.9997695 1.       ],73.57074,,240.1044,
3,4.8590565,[0.9957178 1.       ],10.429982,[0.9957178 1.       ],5.7110987,,13.247677,,22.93643,[1.        0.9999378],57.74714,[1.        0.9999378],81.68509,,261.87433,
4,5.444362,[0.988338 1.      ],11.356598,[0.988338 1.      ],6.585327,,15.057232,,24.63664,[1.         0.99947286],61.06726,[1.         0.99947286],86.04012,,272.91376,
5,5.6799765,[0.98935735 1.        ],11.596682,[0.98935735 1.        ],7.1144114,,16.272953,,25.577509,[1.         0.99698645],62.764645,[1.         0.99698645],88.16749,,278.20715,
