iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.212727,[1.       0.965497],44.658646,[1.       0.965497],46.142414,,159.45868,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,8.792587,[1.         0.99699414],25.752434,[1.         0.99699414],38.19952,,134.27832,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.8580437,[0.99996233 1.        ],14.235677,[0.99996233 1.        ],30.160116,,107.716415,
3,4.3605204,[1.        0.9721851],6.6806126,[1.        0.9721851],5.422077,,9.785424,,3.3579478,[1.        0.9998295],9.703716,[1.        0.9998295],25.99343,,93.31058,
4,3.3857818,[0.9999535 1.       ],5.2720456,[0.9999535 1.       ],4.5778227,,8.8439045,,2.615651,[1.         0.99925536],7.358225,[1.         0.99925536],23.035364,,82.69549,
5,2.6874228,[1.         0.99984545],4.264356,[1.         0.99984545],3.9411507,,8.060727,,2.7215524,[1.        0.9947624],7.34705,[1.        0.9947624],24.6062,,87.91199,
6,2.1555321,[1.         0.99997556],3.488273,[1.         0.99997556],3.533374,,7.6838923,,3.2252083,[1.        0.9739532],7.8326035,[1.        0.9739532],29.383894,,103.32524,
7,1.7323084,[1.         0.99999833],2.8536384,[1.         0.99999833],3.1661313,,7.250178,,4.5402527,[1.         0.96003085],10.21033,[1.         0.96003085],30.459963,,104.79902,
8,1.0802683,[0.9999305 1.       ],1.8655711,[0.9999305 1.       ],2.741216,,7.004719,,9.978189,[1.        0.8920597],19.743835,[1.        0.8920597],48.510662,,154.26985,
9,0.38221624,[1.        0.9999294],0.7483362,[1.        0.9999294],2.1693573,,6.3074327,,19.238482,[1.         0.83141303],38.01252,[1.         0.83141303],98.16836,,301.42706,
10,0.39182988,[1.        0.9999722],0.737947,[1.        0.9999722],2.0856292,,6.022391,,21.392061,[1.        0.8033266],42.940796,[1.        0.8033266],112.98339,,346.6662,
11,0.3575836,[1.         0.99994963],0.6790896,[1.         0.99994963],2.0554864,,5.9943314,,21.612946,[1.         0.81251115],44.04707,[1.         0.81251115],117.33758,,361.96652,
12,0.36811715,[1.         0.99659616],0.688231,[1.         0.99659616],2.002256,,5.808017,,21.710047,[1.        0.8107824],44.16333,[1.        0.8107824],120.544785,,372.47565,
13,0.37253046,[1.        0.9981178],0.6927897,[1.        0.9981178],2.0135062,,5.8206334,,21.923187,[1.        0.8081108],44.69203,[1.        0.8081108],123.16309,,381.56882,
