iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.025846,[1.        0.9680234],44.07087,[1.        0.9680234],45.98873,,157.74908,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.7189455,[1.        0.9663659],27.046011,[1.        0.9663659],41.21355,,142.01147,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,5.0928097,[1.         0.99895567],14.365658,[1.         0.99895567],31.606205,,111.12944,
3,4.1619325,[1.         0.90494883],6.6860423,[1.         0.90494883],4.981484,,9.19069,,3.5096295,[0.99989814 1.        ],9.820124,[0.99989814 1.        ],25.832903,,91.35089,
4,3.147558,[1.         0.96897554],5.1614327,[1.         0.96897554],4.1534615,,8.223933,,3.1266806,[1.        0.9992836],8.437507,[1.        0.9992836],27.38113,,96.699486,
5,2.558947,[1.        0.9999804],4.246042,[1.        0.9999804],3.4532626,,6.996015,,3.510352,[1.       0.975913],8.79008,[1.       0.975913],30.893152,,107.97366,
6,2.0142798,[1.        0.9999509],3.4138036,[1.        0.9999509],2.9837074,,6.3808846,,5.129449,[1.        0.9486422],12.067624,[1.        0.9486422],41.40515,,141.83229,
7,1.1170585,[0.99996954 1.        ],1.9739299,[0.99996954 1.        ],1.9485688,,4.540657,,13.808404,[1.         0.89676946],28.630127,[1.         0.89676946],69.66337,,220.45386,
8,0.5628148,[1.        0.9997738],0.9762677,[1.        0.9997738],1.2510195,,3.1010578,,18.845764,[1.         0.87688404],39.07584,[1.         0.87688404],98.93604,,308.11047,
9,0.45738402,[1.         0.99998665],0.77298063,[1.         0.99998665],1.0742998,,2.6911,,20.333057,[1.        0.8793408],41.86111,[1.        0.8793408],104.63036,,323.43265,
10,0.3848507,[0.9999895 1.       ],0.6536584,[0.9999895 1.       ],1.1251487,,2.9605014,,20.53928,[1.         0.89508957],42.037846,[1.         0.89508957],107.52591,,331.67926,
