iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.948929,[1.        0.9689121],43.938732,[1.        0.9689121],45.876995,,157.42975,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.649994,[1.        0.9681836],26.87508,[1.        0.9681836],41.551216,,143.36183,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,4.98497,[1.         0.99988955],14.015789,[1.         0.99988955],31.480717,,111.049576,
3,4.2620306,[1.         0.91382223],6.7275333,[1.         0.91382223],5.2544003,,9.668442,,3.4684386,[1.        0.9998917],9.671694,[1.        0.9998917],25.932411,,91.72293,
4,3.2812839,[1.         0.97839856],5.2656765,[1.         0.97839856],4.370988,,8.512908,,3.126,[1.        0.9998598],8.431767,[1.        0.9998598],27.51566,,96.696304,
5,2.6535425,[0.9999292 1.       ],4.3112884,[0.9999292 1.       ],3.7509067,,7.57808,,3.4881117,[1.         0.98872924],8.638252,[1.         0.98872924],30.610716,,106.59261,
6,2.1172178,[0.99987644 1.        ],3.4954734,[0.99987644 1.        ],3.215193,,6.7760663,,4.596814,[1.         0.95897824],10.972319,[1.         0.95897824],38.86343,,133.8655,
7,1.290477,[1.       0.999854],2.2072206,[1.       0.999854],2.4406533,,5.633462,,11.606992,[1.         0.89798623],22.606342,[1.         0.89798623],62.0674,,194.41684,
8,0.44105992,[0.99988794 1.        ],0.8333542,[0.99988794 1.        ],1.8817569,,5.195435,,18.556406,[1.        0.8663682],37.45176,[1.        0.8663682],104.7891,,328.6208,
9,0.39192986,[1.        0.9998832],0.7229938,[1.        0.9998832],1.6126934,,4.436956,,20.455767,[1.        0.8447373],41.810013,[1.        0.8447373],119.37056,,373.10852,
10,0.39349166,[1.         0.99999946],0.7235562,[1.         0.99999946],1.5861621,,4.3440313,,20.711863,[1.        0.8335766],42.259174,[1.        0.8335766],120.17191,,376.15805,
11,0.37237453,[1.         0.99998873],0.6872868,[1.         0.99998873],1.584887,,4.3814216,,20.45762,[1.        0.8379587],41.81313,[1.        0.8379587],120.95506,,378.7011,
