iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,1.60656,[0.9948878  0.99942183 1.        ],5.784154,[0.9948878  0.99942183 1.        ],2.3352757,,9.930516,,22.582787,[0.9999334  0.99725765 1.        ],118.73922,[0.9999334  0.99725765 1.        ],113.500244,,726.85925,
1,1.60656,[0.9948878  0.99942183 1.        ],5.784154,[0.9948878  0.99942183 1.        ],2.3352757,,9.930516,,10.736958,[1.        0.9999876 0.9999187],33.55894,[1.        0.9999876 0.9999187],143.32484,,846.08673,
2,1.60656,[0.9948878  0.99942183 1.        ],5.784154,[0.9948878  0.99942183 1.        ],2.3352757,,9.930516,,7.7610884,[1.         0.99990493 0.999759  ],17.753996,[1.         0.99990493 0.999759  ],164.16034,,943.3747,
3,0.6814673,[1.        0.9999818 0.999941 ],2.165013,[1.        0.9999818 0.999941 ],3.2206993,,16.653944,,10.307012,[0.9998034 1.        0.9985178],18.447166,[0.9998034 1.        0.9985178],206.75235,,1113.446,
4,0.36379638,[0.9999952 0.9999264 1.       ],1.0842972,[0.9999952 0.9999264 1.       ],3.1437988,,17.539019,,10.308543,[0.9997992 0.9990412 1.       ],17.325556,[0.9997992 0.9990412 1.       ],217.97151,,1160.0894,
5,0.26259324,[0.9999561  0.99999696 1.        ],0.751402,[0.9999561  0.99999696 1.        ],3.1185405,,18.006641,,10.921548,[1.         0.9991202  0.99710006],17.615236,[1.         0.9991202  0.99710006],272.828,,1424.9283,
6,0.18732063,[0.99982464 1.         0.99956673],0.52417266,[0.99982464 1.         0.99956673],2.8787808,,17.101675,,11.627339,[0.9997803 0.9995281 1.       ],18.114983,[0.9997803 0.9995281 1.       ],418.84302,,2154.4924,
7,0.1409103,[0.9997997 1.        0.9999939],0.38421628,[0.9997997 1.        0.9999939],2.610005,,15.728101,,11.162536,[1.         0.9999692  0.99955523],16.79016,[1.         0.9999692  0.99955523],541.99194,,2867.2048,
8,0.1210472,[0.9997801 1.        0.9998855],0.32910824,[0.9997801 1.        0.9998855],2.4214153,,14.670157,,12.337362,[1.         0.9997809  0.99899054],18.242212,[1.         0.9997809  0.99899054],701.7265,,3693.3362,
9,0.043294325,[0.9984123 0.998979  1.       ],0.11232779,[0.9984123 0.998979  1.       ],1.5663009,,9.778755,,4.299133,[0.99996597 0.9991938  1.        ],5.478315,[0.99996597 0.9991938  1.        ],322.4271,,1796.1023,
10,0.026007587,[0.9993146  1.         0.99944264],0.065871015,[0.9993146  1.         0.99944264],1.2675424,,7.986015,,4.823174,[1.         0.99932814 0.99747187],5.9771523,[1.         0.99932814 0.99747187],341.08347,,1879.3423,
11,0.017705163,[0.99896896 0.99993575 1.        ],0.043931108,[0.99896896 0.99993575 1.        ],1.042108,,6.5898438,,5.2938786,[0.99804664 1.         0.99754536],6.573216,[0.99804664 1.         0.99754536],383.8072,,2092.634,
12,0.08141412,[1.         0.3413805  0.38032123],0.13200139,[1.         0.3413805  0.38032123],1.7836632,,9.541319,,10.907404,[1.         0.9962685  0.94193685],13.825361,[1.         0.9962685  0.94193685],536.8413,,2767.7153,
13,0.021121303,[0.9937056 0.9998799 1.       ],0.055457033,[0.9937056 0.9998799 1.       ],0.92410576,,5.8507724,,8.938816,[1.        0.9954121 0.9735529],10.714709,[1.        0.9954121 0.9735529],524.1213,,2711.476,
14,0.017203646,[1.         0.9996865  0.99985963],0.047299433,[1.         0.9996865  0.99985963],0.87988573,,5.6179304,,9.411952,[0.99628    1.         0.97886693],11.036926,[0.99628    1.         0.97886693],532.23047,,2747.7346,
