iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.983801,[1.        0.9681877],43.99391,[1.        0.9681877],45.98814,,157.70079,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.659195,[1.         0.96760523],26.869106,[1.         0.96760523],41.37421,,142.55042,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,5.0214887,[1.         0.99953794],14.160548,[1.         0.99953794],31.177631,,109.80559,
3,4.242232,[1.         0.91483885],6.7097945,[1.         0.91483885],5.2638493,,9.737346,,3.5577583,[1.        0.9998172],9.941913,[1.        0.9998172],25.783695,,91.10193,
4,3.289071,[1.        0.9770114],5.2732906,[1.        0.9770114],4.3506646,,8.436916,,3.01951,[0.9999817 1.       ],8.241009,[0.9999817 1.       ],26.790232,,94.5778,
5,2.709786,[0.99998844 1.        ],4.3895893,[0.99998844 1.        ],3.778841,,7.580436,,3.0740552,[1.         0.97025377],7.9623866,[1.         0.97025377],30.610994,,108.02686,
6,2.1458404,[1.         0.99988216],3.5353904,[1.         0.99988216],3.2036202,,6.6802373,,3.997711,[1.         0.93684345],9.355841,[1.         0.93684345],37.613297,,130.09369,
7,1.4690247,[0.9999205 1.       ],2.5005794,[0.9999205 1.       ],2.619572,,5.9576654,,9.138592,[1.         0.90090007],18.399828,[1.         0.90090007],58.073856,,190.26436,
8,0.598483,[1.         0.99997383],1.0809226,[1.         0.99997383],1.9189456,,5.0593557,,17.48061,[1.        0.8595651],36.260975,[1.        0.8595651],102.30514,,327.43768,
9,0.32135665,[1.         0.99997544],0.5980146,[1.         0.99997544],1.774043,,5.03581,,20.3257,[1.        0.8475595],41.667553,[1.        0.8475595],119.59762,,378.90704,
10,0.37964883,[1.       0.999988],0.68496364,[1.       0.999988],1.7126875,,4.7591004,,20.507023,[1.       0.828211],41.965332,[1.       0.828211],120.149315,,381.55182,
11,0.36526504,[0.99999523 1.        ],0.66016096,[0.99999523 1.        ],1.7092997,,4.768076,,20.657747,[1.        0.8293673],42.309723,[1.        0.8293673],120.913475,,384.02502,
