iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.145111,[1.        0.9672235],44.354958,[1.        0.9672235],46.31954,,159.5552,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.150092,[1.       0.990281],26.272537,[1.       0.990281],39.924343,,138.62997,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,4.8588276,[1.        0.9996508],14.030065,[1.        0.9996508],30.479843,,108.07657,
3,4.182752,[1.        0.9045494],6.7144327,[1.        0.9045494],4.9541554,,9.083117,,3.3557491,[0.9999915 1.       ],9.564167,[0.9999915 1.       ],26.423822,,94.28665,
4,3.129352,[1.         0.96979237],5.1192822,[1.         0.96979237],4.00722,,7.8171954,,2.8619344,[1.         0.99987674],7.9362636,[1.         0.99987674],24.360806,,86.660355,
5,2.5145051,[1.        0.9998786],4.1651115,[1.        0.9998786],3.306034,,6.616971,,3.092228,[1.        0.9913811],8.078718,[1.        0.9913811],25.423006,,89.47396,
6,1.9908133,[1.        0.9999728],3.3639781,[1.        0.9999728],2.8996954,,6.1535087,,4.026283,[1.         0.97088414],9.352398,[1.         0.97088414],28.458235,,97.59257,
7,1.3868364,[1.      0.99999],2.4049606,[1.      0.99999],2.143928,,4.7384095,,8.565753,[1.        0.9104495],17.14219,[1.        0.9104495],42.320755,,133.29628,
8,0.5276843,[0.9999125 1.       ],0.9927994,[0.9999125 1.       ],1.5210259,,4.0425906,,16.936472,[1.        0.8604764],34.68243,[1.        0.8604764],89.1117,,277.0207,
9,0.32398784,[1.         0.99993414],0.6068877,[1.         0.99993414],1.2119751,,3.3392227,,21.037977,[1.       0.834694],42.692688,[1.       0.834694],111.036224,,339.81396,
10,0.37259609,[1.        0.9999646],0.6783051,[1.        0.9999646],1.1805661,,3.1703312,,21.351536,[1.         0.81992054],43.454937,[1.         0.81992054],114.30867,,350.10275,
11,0.32023394,[1.         0.99995244],0.5884277,[1.         0.99995244],1.1520684,,3.1718147,,21.225292,[1.        0.8280917],43.45684,[1.        0.8280917],116.32526,,357.54373,
