,time [s]
initialize,0.003305
pretrain_policy,7.540989
initialize_CEGIS,0.176525
iter0_learner,2.901821
iter0_plot,0.095536
iter0_verifier,0.780346
iter0_process_counterexamples,0.024155
iter1_learner,3.591522
iter1_plot,0.004706
iter1_verifier,0.41474
iter1_process_counterexamples,0.025171
iter2_learner,2.595264
iter2_plot,0.004613
iter2_verifier,0.437643
iter2_process_counterexamples,0.025548
iter3_learner,2.813532
iter3_plot,0.004735
iter3_verifier,0.372883
iter3_process_counterexamples,0.025043
iter4_learner,2.803032
iter4_plot,0.004694
iter4_verifier,0.440745
iter4_process_counterexamples,0.024212
iter5_learner,2.800995
iter5_plot,0.004922
iter5_verifier,0.438464
iter5_process_counterexamples,0.023908
iter6_learner,2.815109
iter6_plot,0.004815
iter6_verifier,0.440551
iter6_process_counterexamples,0.024079
iter7_learner,2.809278
iter7_plot,0.004888
iter7_verifier,0.5336
iter7_process_counterexamples,0.022763
iter8_learner,2.826292
iter8_plot,0.00494
iter8_verifier,0.712574
iter8_process_counterexamples,0.023419
iter9_learner,2.837431
iter9_plot,0.0051
iter9_verifier,0.827522
iter9_process_counterexamples,0.02349
iter10_learner,2.85474
iter10_plot,0.005098
iter10_verifier,18.355202
iter10_process_counterexamples,0.032434
iter11_learner,2.92213
iter11_plot,0.005165
iter11_verifier,77.68154
