iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.047541,[1.        0.9666123],44.22557,[1.        0.9666123],46.10884,,158.08209,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.890317,[1.         0.96279985],27.469934,[1.         0.96279985],42.47891,,146.03961,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.248927,[1.       0.999168],14.735122,[1.       0.999168],42.24081,,153.03452,
3,4.044632,[1.        0.8367546],6.455531,[1.        0.8367546],4.893548,,9.139434,,3.827364,[1.        0.9994033],10.66513,[1.        0.9994033],41.438927,,149.25005,
4,3.1713696,[1.         0.89062077],5.122385,[1.         0.89062077],4.023795,,7.7889333,,3.1917348,[1.         0.99812883],8.706539,[1.         0.99812883],40.243473,,148.55609,
5,2.581448,[1.         0.93119204],4.2235856,[1.         0.93119204],3.469963,,7.0340514,,3.8657353,[1.         0.96503675],9.347852,[1.         0.96503675],49.975986,,180.2934,
6,1.9903756,[1.       0.988765],3.303898,[1.       0.988765],2.819654,,5.900003,,6.579924,[1.         0.92878157],14.796447,[1.         0.92878157],88.85252,,307.46304,
7,1.0404431,[1.        0.9999144],1.819852,[1.        0.9999144],1.9742061,,4.7963057,,15.019652,[1.        0.8972707],30.745485,[1.        0.8972707],160.03668,,522.6028,
8,0.62824106,[1.         0.99994797],1.0881014,[1.         0.99994797],1.3351066,,3.3456876,,18.78893,[1.        0.8909514],39.14044,[1.        0.8909514],197.02522,,627.0899,
9,0.4376517,[1.         0.99999744],0.76319236,[1.         0.99999744],1.1737707,,3.1202626,,20.110313,[1.        0.9063045],41.43036,[1.        0.9063045],206.91702,,650.5439,
10,0.2998094,[1.        0.9999557],0.53347266,[1.        0.9999557],1.0445114,,2.9152892,,20.096935,[1.        0.9216132],41.312626,[1.        0.9216132],213.06615,,670.75385,
11,0.35423052,[1.         0.99998444],0.6301982,[1.         0.99998444],1.1022981,,3.0298932,,20.709078,[1.        0.9035241],42.362656,[1.        0.9035241],218.65207,,688.1544,
