,info
start_date,2026-06-09_15-34-35
model,TripleIntegrator
layout,0
seed,2
ckpt,
algorithm,PPO_JAX
probability_bound,0.8
local_refinement,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,False
exp_certificate,False
status,success
total_CEGIS_time,1401.28426
verify_samples,421875
verify_samples_naive,0
