,time [s]
initialize,0.003439
pretrain_policy,10.510949
initialize_CEGIS,0.182299
iter0_learner,3.871037
iter0_plot,0.117386
iter0_verifier,3.999432
iter0_process_counterexamples,0.044694
iter1_learner,4.959975
iter1_plot,0.004659
iter1_verifier,3.760951
iter1_process_counterexamples,0.036511
iter2_learner,3.594781
iter2_plot,0.0051
iter2_verifier,3.656727
iter2_process_counterexamples,0.032962
iter3_learner,3.900799
iter3_plot,0.004722
iter3_verifier,3.952954
iter3_process_counterexamples,0.033013
iter4_learner,3.854305
iter4_plot,0.004839
iter4_verifier,3.927842
iter4_process_counterexamples,0.031058
iter5_learner,3.936888
iter5_plot,0.004987
iter5_verifier,4.016094
iter5_process_counterexamples,0.030363
iter6_learner,3.98692
iter6_plot,0.004943
iter6_verifier,152.34682
iter6_process_counterexamples,0.077488
iter7_learner,3.823068
iter7_plot,0.005238
iter7_verifier,4.59835
iter7_process_counterexamples,0.030261
iter8_learner,3.978928
iter8_plot,0.00534
iter8_verifier,114.73421
iter8_process_counterexamples,0.063225
iter9_learner,3.914561
iter9_plot,0.005137
iter9_verifier,4.894374
iter9_process_counterexamples,0.032896
iter10_learner,4.318029
iter10_plot,0.006413
iter10_verifier,1056.4669
