,time [s]
initialize,0.003491
pretrain_policy,7.690864
initialize_CEGIS,0.180472
iter0_learner,4.861501
iter0_plot,0.096411
iter0_verifier,0.80011
iter0_process_counterexamples,0.025447
iter1_learner,15.227245
iter1_plot,0.004779
iter1_verifier,0.415821
iter1_process_counterexamples,0.025028
iter2_learner,14.040564
iter2_plot,0.0046
iter2_verifier,0.439794
iter2_process_counterexamples,0.024125
iter3_learner,14.305982
iter3_plot,0.004566
iter3_verifier,0.441158
iter3_process_counterexamples,0.025769
iter4_learner,14.208345
iter4_plot,0.004849
iter4_verifier,0.441774
iter4_process_counterexamples,0.02477
iter5_learner,14.211204
iter5_plot,0.004802
iter5_verifier,0.443222
iter5_process_counterexamples,0.024221
iter6_learner,14.235946
iter6_plot,0.004855
iter6_verifier,0.445075
iter6_process_counterexamples,0.023857
iter7_learner,14.283125
iter7_plot,0.004918
iter7_verifier,0.707971
iter7_process_counterexamples,0.025206
iter8_learner,14.21313
iter8_plot,0.004913
iter8_verifier,0.716445
iter8_process_counterexamples,0.02416
iter9_learner,14.288814
iter9_plot,0.005501
iter9_verifier,0.77247
iter9_process_counterexamples,0.025402
iter10_learner,14.327396
iter10_plot,0.00536
iter10_verifier,43.683052
