iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.051443,[1.        0.9673311],44.1719,[1.        0.9673311],46.08681,,158.0678,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.9291315,[1.        0.9629019],27.539024,[1.        0.9629019],41.662376,,143.09938,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.1629915,[1.         0.99929774],14.546933,[1.         0.99929774],31.757517,,111.70847,
3,4.0176063,[1.        0.8381424],6.4176245,[1.        0.8381424],4.854521,,9.05996,,3.6781278,[1.         0.99972165],10.217674,[1.         0.99972165],26.14536,,92.01178,
4,3.0817575,[1.         0.89537215],5.004061,[1.         0.89537215],3.9699056,,7.7940273,,3.1711357,[1.     0.9995],8.573039,[1.     0.9995],27.426056,,96.57971,
5,2.456029,[1.        0.9396101],4.0516562,[1.        0.9396101],3.3906417,,7.003307,,3.474416,[1.        0.9666304],8.728632,[1.        0.9666304],31.483753,,110.00201,
6,1.9713303,[1.        0.9867241],3.2914584,[1.        0.9867241],2.8630226,,6.101446,,4.978428,[1.        0.9381726],11.583448,[1.        0.9381726],41.421406,,141.15407,
7,1.07815,[1.         0.99969256],1.905467,[1.         0.99969256],2.083785,,5.104422,,12.461187,[1.         0.89145684],23.3472,[1.         0.89145684],65.9243,,202.62025,
8,0.45746416,[1.         0.99993235],0.88703805,[1.         0.99993235],1.6021849,,4.559429,,19.419489,[1.         0.86193275],37.869934,[1.         0.86193275],91.40392,,279.2718,
9,0.34034076,[1.        0.9998703],0.6597062,[1.        0.9998703],1.4363496,,4.1635547,,20.707216,[1.        0.8519731],41.60477,[1.        0.8519731],104.25444,,320.34363,
10,0.3785821,[1.         0.99708587],0.7124757,[1.         0.99708587],1.3780324,,3.9268825,,20.537674,[1.        0.8330974],41.513115,[1.        0.8330974],105.21579,,324.92148,
