,info
start_date,2026-05-31_06-22-01
model,LinearSystem
layout,0
seed,3
ckpt,
algorithm,PPO_JAX
probability_bound,0.8
local_refinement,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,False
exp_certificate,False
status,success
total_CEGIS_time,31.555058
verify_samples,90000
verify_samples_naive,0
