iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.046877,[1.         0.96707475],44.168118,[1.         0.96707475],46.0879,,158.0202,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.929281,[1.         0.96277744],27.551453,[1.         0.96277744],41.622192,,142.8979,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.1584673,[1.        0.9995321],14.54338,[1.        0.9995321],31.669872,,111.333694,
3,4.031718,[1.        0.8371981],6.438448,[1.        0.8371981],4.896028,,9.162141,,3.6509159,[1.         0.99985456],10.158008,[1.         0.99985456],26.238329,,92.43018,
4,3.1069756,[1.         0.89306927],5.0380216,[1.         0.89306927],3.989678,,7.7982726,,3.1906908,[1.         0.99778223],8.620492,[1.         0.99778223],28.015629,,98.54765,
5,2.5121047,[1.        0.9346697],4.1322675,[1.        0.9346697],3.4316077,,7.0368595,,3.9788344,[1.         0.97323626],9.5064125,[1.         0.97323626],33.262978,,114.62639,
6,1.9439666,[1.        0.9897529],3.243361,[1.        0.9897529],2.8123558,,5.96271,,7.165854,[1.        0.9250374],15.99242,[1.        0.9250374],47.992092,,160.09415,
7,1.0538878,[1.         0.99998814],1.8254638,[1.         0.99998814],1.9525584,,4.686332,,14.80278,[1.         0.90312487],30.959087,[1.         0.90312487],79.8233,,254.68472,
8,0.5121251,[1.        0.9997661],0.8845766,[1.        0.9997661],1.1911768,,3.038496,,18.846657,[1.        0.8862471],39.234436,[1.        0.8862471],102.95628,,318.41812,
9,0.37186915,[0.99996424 1.        ],0.6446932,[0.99996424 1.        ],1.0636432,,2.846886,,19.908924,[1.         0.90506786],40.91929,[1.         0.90506786],114.56202,,353.28812,
10,0.28976476,[0.9996987 1.       ],0.52409995,[0.9996987 1.       ],1.0810751,,3.026579,,20.477613,[1.         0.91036785],41.842045,[1.         0.91036785],120.104225,,369.78503,
11,0.32495874,[1.        0.9999164],0.58307695,[1.        0.9999164],1.0590836,,2.93094,,20.451427,[1.         0.89043474],41.81369,[1.         0.89043474],119.565414,,369.24976,
