iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.033376,[1.         0.96785766],44.084957,[1.         0.96785766],45.98992,,157.7436,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.690943,[1.         0.96651876],27.02317,[1.         0.96651876],41.270805,,142.37195,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,5.0234194,[1.        0.9996914],14.165321,[1.        0.9996914],31.477839,,110.96758,
3,4.1741004,[1.        0.9042941],6.698122,[1.        0.9042941],4.9281764,,9.01973,,3.426805,[1.        0.9999025],9.591284,[1.        0.9999025],25.836884,,91.512245,
4,3.1874642,[1.         0.96702856],5.196877,[1.         0.96702856],4.0204325,,7.7699575,,2.945363,[1.        0.9993898],8.032415,[1.        0.9993898],26.870089,,94.69571,
5,2.5517044,[0.9999746 1.       ],4.228972,[0.9999746 1.       ],3.4864416,,7.092025,,3.1151297,[1.         0.96623385],8.011609,[1.         0.96623385],30.473843,,107.15034,
6,2.0312257,[1.        0.9999194],3.4200828,[1.        0.9999194],2.7489023,,5.651023,,4.791504,[1.        0.9294599],10.889172,[1.        0.9294599],39.614048,,135.41933,
7,1.1800656,[1.        0.9998065],2.0631738,[1.        0.9998065],2.003858,,4.5928483,,13.122018,[1.         0.89895815],26.905209,[1.         0.89895815],68.685074,,217.41954,
8,0.56839764,[1.        0.9999794],0.9853056,[1.        0.9999794],1.1893526,,2.9011595,,18.457747,[1.        0.8742527],38.391308,[1.        0.8742527],106.27564,,335.32788,
9,0.34200454,[0.9999264 1.       ],0.586159,[0.9999264 1.       ],0.99131995,,2.5939124,,20.244173,[1.        0.8885222],41.226883,[1.        0.8885222],121.49112,,382.52252,
10,0.27804312,[0.99988246 1.        ],0.48056963,[0.99988246 1.        ],1.0129243,,2.7366712,,20.574377,[1.         0.89521337],41.742165,[1.         0.89521337],124.97931,,393.2155,
11,0.3052841,[0.99363446 1.        ],0.5339293,[0.99363446 1.        ],1.0449499,,2.8180025,,20.62332,[1.        0.8758197],41.760933,[1.        0.8758197],126.20042,,397.7281,
