,info
start_date,2026-06-01_05-47-14
model,LinearSystem
layout,0
seed,5
ckpt,
algorithm,PPO_JAX
probability_bound,0.8
local_refinement,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,False
exp_certificate,False
status,success
total_CEGIS_time,26.012283
verify_samples,90000
verify_samples_naive,0
