iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.024359,[1.         0.96817535],44.047493,[1.         0.96817535],46.05463,,157.8924,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.7198305,[1.         0.96591747],27.022076,[1.         0.96591747],40.933296,,141.05922,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,5.040666,[0.99998486 1.        ],14.189964,[0.99998486 1.        ],31.170364,,109.79672,
3,4.1745753,[1.         0.90472966],6.698899,[1.         0.90472966],4.9647427,,9.118633,,3.4362912,[1.        0.9997179],9.601694,[1.        0.9997179],25.682507,,90.70848,
4,3.1305676,[1.         0.96982867],5.1377683,[1.         0.96982867],4.0953436,,8.07791,,3.0362074,[1.         0.99957645],8.220554,[1.         0.99957645],26.726355,,93.94105,
5,2.5425382,[1.       0.999859],4.23036,[1.       0.999859],3.396163,,6.8599596,,3.5467076,[1.        0.9788749],8.909061,[1.        0.9788749],30.571342,,106.75395,
6,1.9946669,[1.         0.99999094],3.392017,[1.         0.99999094],2.9558954,,6.3332415,,5.179055,[1.         0.94801134],12.150819,[1.         0.94801134],40.773155,,139.56447,
7,1.0505999,[0.99988586 1.        ],1.8706744,[0.99988586 1.        ],1.8366654,,4.29056,,13.554106,[1.         0.90600264],27.968922,[1.         0.90600264],75.11531,,239.34596,
8,0.53696376,[1.         0.99986356],0.94265175,[1.         0.99986356],1.2287287,,3.078413,,18.586554,[1.        0.8769716],38.675552,[1.        0.8769716],112.62075,,360.69846,
9,0.37724394,[0.9999633 1.       ],0.6619606,[0.9999633 1.       ],1.1126392,,2.931824,,20.440458,[1.        0.8659641],41.909573,[1.        0.8659641],122.905876,,392.39932,
10,0.30987838,[1.         0.99987435],0.53573716,[1.         0.99987435],1.008489,,2.6955733,,20.485834,[1.        0.8816432],41.623043,[1.        0.8816432],126.05788,,401.87918,
11,0.33894023,[1.       0.999943],0.5926156,[1.       0.999943],1.0515416,,2.8005264,,20.93291,[1.         0.86921257],42.306507,[1.         0.86921257],129.43468,,412.5419,
