,time [s]
initialize,0.003323
pretrain_policy,7.531027
initialize_CEGIS,0.169112
iter0_learner,4.226274
iter0_plot,0.092261
iter0_verifier,0.782155
iter0_process_counterexamples,0.025201
iter1_learner,11.363025
iter1_plot,0.00465
iter1_verifier,0.415826
iter1_process_counterexamples,0.024774
iter2_learner,10.205565
iter2_plot,0.004598
iter2_verifier,0.43239
iter2_process_counterexamples,0.023724
iter3_learner,10.445227
iter3_plot,0.004829
iter3_verifier,0.437007
iter3_process_counterexamples,0.025362
iter4_learner,10.498785
iter4_plot,0.004695
iter4_verifier,0.431728
iter4_process_counterexamples,0.023567
iter5_learner,10.557753
iter5_plot,0.004747
iter5_verifier,0.43681
iter5_process_counterexamples,0.023632
iter6_learner,10.781829
iter6_plot,0.004819
iter6_verifier,0.534142
iter6_process_counterexamples,0.023021
iter7_learner,10.767603
iter7_plot,0.00485
iter7_verifier,0.712503
iter7_process_counterexamples,0.023888
iter8_learner,10.746935
iter8_plot,0.004956
iter8_verifier,0.693233
iter8_process_counterexamples,0.023387
iter9_learner,10.777992
iter9_plot,0.005032
iter9_verifier,0.725125
iter9_process_counterexamples,0.023706
iter10_learner,10.764355
iter10_plot,0.005072
iter10_verifier,0.7838
iter10_process_counterexamples,0.023347
iter11_learner,10.875783
iter11_plot,0.005228
iter11_verifier,43.71187
