iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.983725,[1.         0.96911955],43.920876,[1.         0.96911955],45.898983,,157.55624,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.636318,[1.        0.9689753],26.793108,[1.        0.9689753],41.37833,,142.59073,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,5.019649,[1.       0.999982],14.092187,[1.       0.999982],31.558702,,111.194565,
3,4.274793,[1.         0.91290766],6.7477865,[1.         0.91290766],5.2574005,,9.661674,,3.477856,[1.         0.99978065],9.706591,[1.         0.99978065],26.147438,,92.31915,
4,3.261211,[1.        0.9782172],5.2385654,[1.        0.9782172],4.349217,,8.481544,,3.0626686,[1.        0.9989087],8.286204,[1.        0.9989087],26.898699,,95.10453,
5,2.6648567,[1.        0.9998712],4.3308496,[1.        0.9998712],3.7383702,,7.5305862,,3.3578308,[1.         0.98603195],8.469659,[1.         0.98603195],29.890303,,104.5989,
6,2.1459787,[1.         0.99990445],3.541774,[1.         0.99990445],3.2285917,,6.780685,,4.362751,[1.        0.9522111],10.464877,[1.        0.9522111],37.948483,,131.43379,
7,1.3744668,[1.         0.99997723],2.3360615,[1.         0.99997723],2.4809127,,5.6347604,,11.090288,[1.        0.8858874],21.029884,[1.        0.8858874],61.604214,,192.20749,
8,0.46710616,[0.99991196 1.        ],0.87530565,[0.99991196 1.        ],1.9020853,,5.2184267,,18.184927,[1.         0.85906935],36.2615,[1.         0.85906935],99.0719,,314.30978,
9,0.3327092,[1.         0.99993634],0.6139507,[1.         0.99993634],1.7196956,,4.8273106,,20.412704,[1.        0.8427008],41.611816,[1.        0.8427008],118.82055,,376.3774,
10,0.39181307,[0.99999106 1.        ],0.69788384,[0.99999106 1.        ],1.6760255,,4.612159,,20.42996,[1.        0.8192779],41.593113,[1.        0.8192779],120.58827,,383.9265,
11,0.32952324,[1.       0.999988],0.6028183,[1.       0.999988],1.6769509,,4.728505,,20.362507,[1.        0.8248564],41.597717,[1.        0.8248564],121.96007,,388.14926,
