iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,14.998906,[1.        0.9679951],44.031208,[1.        0.9679951],46.0055,,157.72963,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,9.567565,[1.        0.9685365],26.638027,[1.        0.9685365],41.157234,,142.10255,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.930068,[1.         0.99993014],13.817951,[1.         0.99993014],31.761242,,111.97777,
3,4.3129206,[1.         0.97169477],6.6100683,[1.         0.97169477],5.330955,,9.592324,,3.4123137,[1.        0.9999497],9.454972,[1.        0.9999497],26.780796,,94.78302,
4,3.2877917,[1.        0.9999155],5.1519537,[1.        0.9999155],4.3915825,,8.489189,,2.943379,[1.         0.99939734],7.9265203,[1.         0.99939734],26.302345,,92.77415,
5,2.6889567,[0.99999124 1.        ],4.282742,[0.99999124 1.        ],3.9314585,,8.058844,,3.2622967,[1.        0.9864603],8.107764,[1.        0.9864603],29.329243,,102.37882,
6,2.1622717,[0.99998677 1.        ],3.5197663,[0.99998677 1.        ],3.3914287,,7.3149753,,4.686784,[1.        0.9573514],10.996974,[1.        0.9573514],38.148518,,130.73973,
7,1.2881086,[0.9998765 1.       ],2.1888688,[0.9998765 1.       ],2.7870996,,6.8403487,,11.727268,[1.       0.906792],23.126772,[1.       0.906792],63.56181,,202.3017,
8,0.5827688,[1.        0.9999708],1.026883,[1.        0.9999708],1.95698,,5.3249283,,18.02499,[1.         0.89594996],36.643753,[1.         0.89594996],107.43844,,343.8819,
9,0.3697515,[1.         0.99995846],0.68720835,[1.         0.99995846],1.8349642,,5.222109,,21.132366,[1.         0.89482343],42.89357,[1.         0.89482343],131.79102,,416.34335,
10,0.4268933,[1.         0.99999064],0.76521343,[1.         0.99999064],1.8068885,,5.039416,,21.198238,[1.        0.8805956],43.118923,[1.        0.8805956],133.95468,,425.64172,
11,0.36159295,[0.9999981 1.       ],0.6700516,[0.9999981 1.       ],1.8046738,,5.1642494,,21.0873,[1.        0.8909904],42.76269,[1.        0.8909904],134.68295,,427.5252,
