,info
start_date,2026-06-09_06-41-33
model,TripleIntegrator
layout,0
seed,1
ckpt,
algorithm,PPO_JAX
probability_bound,0.8
local_refinement,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,False
exp_certificate,False
status,success
total_CEGIS_time,1718.742656
verify_samples,421875
verify_samples_naive,0
