,time [s]
initialize,0.003145
pretrain_policy,10.069463
initialize_CEGIS,0.188958
iter0_learner,3.984616
iter0_plot,0.112037
iter0_verifier,3.984263
iter0_process_counterexamples,0.042839
iter1_learner,4.813532
iter1_plot,0.004792
iter1_verifier,4.180306
iter1_process_counterexamples,0.11093
iter2_learner,3.34939
iter2_plot,0.004698
iter2_verifier,4.09056
iter2_process_counterexamples,0.033499
iter3_learner,3.709824
iter3_plot,0.004665
iter3_verifier,4.51078
iter3_process_counterexamples,0.032921
iter4_learner,3.685365
iter4_plot,0.004717
iter4_verifier,4.357077
iter4_process_counterexamples,0.031123
iter5_learner,3.648024
iter5_plot,0.004792
iter5_verifier,4.418275
iter5_process_counterexamples,0.032455
iter6_learner,3.713374
iter6_plot,0.004882
iter6_verifier,4.163102
iter6_process_counterexamples,0.03087
iter7_learner,3.739161
iter7_plot,0.004944
iter7_verifier,133.1739
iter7_process_counterexamples,0.081897
iter8_learner,3.806655
iter8_plot,0.005266
iter8_verifier,1520.6511
