,time [s]
initialize,0.00314
pretrain_policy,10.200844
initialize_CEGIS,0.248112
iter0_learner,12.194151
iter0_plot,0.257442
iter0_verifier,13.022813
iter0_process_counterexamples,0.047271
iter1_learner,79.14269
iter1_plot,0.004783
iter1_verifier,4.69656
iter1_process_counterexamples,0.031512
iter2_learner,78.01683
iter2_plot,0.004706
iter2_verifier,4.789089
iter2_process_counterexamples,0.029942
iter3_learner,79.10024
iter3_plot,0.004703
iter3_verifier,4.105639
iter3_process_counterexamples,0.030278
iter4_learner,78.79576
iter4_plot,0.004733
iter4_verifier,3.594333
iter4_process_counterexamples,0.037388
iter5_learner,79.17694
iter5_plot,0.004862
iter5_verifier,3.681739
iter5_process_counterexamples,0.030902
iter6_learner,79.135345
iter6_plot,0.005211
iter6_verifier,987.8123
