,time [s]
initialize,0.003292
pretrain_policy,9.960038
initialize_CEGIS,0.172925
iter0_learner,3.903711
iter0_plot,0.110729
iter0_verifier,3.893613
iter0_process_counterexamples,0.042335
iter1_learner,4.914203
iter1_plot,0.004679
iter1_verifier,4.114523
iter1_process_counterexamples,0.033748
iter2_learner,3.365431
iter2_plot,0.004659
iter2_verifier,4.137219
iter2_process_counterexamples,0.032398
iter3_learner,3.653192
iter3_plot,0.004714
iter3_verifier,4.357396
iter3_process_counterexamples,0.030908
iter4_learner,3.635096
iter4_plot,0.004813
iter4_verifier,4.24283
iter4_process_counterexamples,0.030419
iter5_learner,3.651743
iter5_plot,0.004735
iter5_verifier,4.267559
iter5_process_counterexamples,0.029593
iter6_learner,3.674278
iter6_plot,0.004811
iter6_verifier,4.331489
iter6_process_counterexamples,0.031273
iter7_learner,3.677137
iter7_plot,0.004873
iter7_verifier,137.57956
iter7_process_counterexamples,0.070232
iter8_learner,3.820341
iter8_plot,0.005083
iter8_verifier,4.554638
iter8_process_counterexamples,0.033597
iter9_learner,3.81905
iter9_plot,0.005066
iter9_verifier,1187.244
