iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.074321,[1.         0.96691775],44.192204,[1.         0.96691775],46.125675,,158.09512,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.903307,[1.        0.9624999],27.533827,[1.        0.9624999],41.560417,,142.68997,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.1453657,[1.         0.99967694],14.493861,[1.         0.99967694],31.845192,,112.04607,
3,4.0106716,[1.        0.8384862],6.4125333,[1.        0.8384862],4.873084,,9.126818,,3.6813748,[1.         0.99993134],10.252484,[1.         0.99993134],26.476477,,93.123886,
4,3.0809531,[1.        0.8955388],5.002686,[1.        0.8955388],3.9753945,,7.8077884,,3.2048454,[1.         0.99825025],8.667191,[1.         0.99825025],27.798405,,97.67893,
5,2.4986842,[1.         0.93830425],4.0971932,[1.         0.93830425],3.3834245,,6.8628354,,3.3553257,[1.        0.9717392],8.378675,[1.        0.9717392],31.350542,,109.50214,
6,1.918648,[1.         0.99648005],3.2158453,[1.         0.99648005],2.8891687,,6.283107,,5.417881,[1.         0.92372054],11.72293,[1.         0.92372054],42.712044,,143.10706,
7,1.087207,[0.9999812 1.       ],1.9036335,[0.9999812 1.       ],2.025742,,4.8842826,,14.683681,[1.        0.9096349],29.990067,[1.        0.9096349],75.90513,,241.62926,
8,0.5561039,[1.        0.9999848],0.99719787,[1.        0.9999848],1.4629371,,3.8765454,,18.908321,[1.        0.9037258],39.135315,[1.        0.9037258],101.956406,,318.02087,
9,0.31034997,[1.         0.99995035],0.5896291,[1.         0.99995035],1.3167508,,3.8075938,,20.534575,[1.         0.90382886],42.028477,[1.         0.90382886],111.37964,,343.8929,
10,0.3466565,[1.        0.9983924],0.630169,[1.        0.9983924],1.2232659,,3.4430976,,20.594843,[1.         0.89395356],41.864647,[1.         0.89395356],112.093285,,345.95004,
