,time [s]
initialize,0.003427
pretrain_policy,8.191067
initialize_CEGIS,0.17268
iter0_learner,5.107953
iter0_plot,0.093499
iter0_verifier,0.774666
iter0_process_counterexamples,0.025678
iter1_learner,15.789271
iter1_plot,0.004597
iter1_verifier,0.410524
iter1_process_counterexamples,0.024951
iter2_learner,14.50239
iter2_plot,0.004823
iter2_verifier,0.438713
iter2_process_counterexamples,0.025124
iter3_learner,14.847304
iter3_plot,0.004709
iter3_verifier,0.446933
iter3_process_counterexamples,0.023787
iter4_learner,14.691
iter4_plot,0.00474
iter4_verifier,0.434212
iter4_process_counterexamples,0.023134
iter5_learner,14.766011
iter5_plot,0.004766
iter5_verifier,0.433653
iter5_process_counterexamples,0.02369
iter6_learner,14.625145
iter6_plot,0.004797
iter6_verifier,0.531952
iter6_process_counterexamples,0.023889
iter7_learner,14.633917
iter7_plot,0.004857
iter7_verifier,0.706103
iter7_process_counterexamples,0.023598
iter8_learner,14.632836
iter8_plot,0.004991
iter8_verifier,0.770322
iter8_process_counterexamples,0.023613
iter9_learner,14.686669
iter9_plot,0.005105
iter9_verifier,0.870864
iter9_process_counterexamples,0.02331
iter10_learner,14.849682
iter10_plot,0.005172
iter10_verifier,51.825275
