iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.008606,[1.         0.96824837],44.051228,[1.         0.96824837],46.005333,,157.77014,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.694319,[1.         0.96569586],26.98064,[1.         0.96569586],40.78484,,140.1579,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,5.0592585,[1.         0.99987185],14.252687,[1.         0.99987185],31.443258,,110.48639,
3,4.186677,[1.        0.9035742],6.715346,[1.        0.9035742],4.9524136,,9.07023,,3.5151715,[1.        0.9999637],9.799457,[1.        0.9999637],26.05326,,91.72002,
4,3.1937346,[1.         0.96597433],5.21312,[1.         0.96597433],4.1249313,,8.064321,,3.0147438,[1.         0.99916446],8.188938,[1.         0.99916446],26.69496,,93.937,
5,2.568769,[0.99995714 1.        ],4.260683,[0.99995714 1.        ],3.5554183,,7.271054,,3.1340327,[1.        0.9665647],8.0441265,[1.        0.9665647],30.144035,,106.095795,
6,2.0079513,[0.9999995 1.       ],3.3907933,[0.9999995 1.       ],2.7736478,,5.7560654,,4.8498206,[1.         0.93053573],10.709067,[1.         0.93053573],39.883938,,135.17094,
7,1.1587936,[1.        0.9998231],2.046915,[1.        0.9998231],2.0491252,,4.776545,,13.823834,[1.        0.9080603],28.226986,[1.        0.9080603],70.24803,,221.6299,
8,0.5856738,[1.        0.9999496],1.0204632,[1.        0.9999496],1.2221979,,2.9853263,,18.788637,[1.         0.87806785],38.98241,[1.         0.87806785],98.70847,,306.19272,
9,0.3065605,[0.9999374 1.       ],0.5428073,[0.9999374 1.       ],0.9633428,,2.5794775,,20.3375,[1.        0.8734955],41.490562,[1.        0.8734955],107.070854,,328.48962,
10,0.34670848,[0.999987 1.      ],0.6061403,[0.999987 1.      ],1.0444494,,2.782384,,20.659145,[1.        0.8685407],41.833767,[1.        0.8685407],107.82646,,329.39285,
11,0.32950303,[0.9999989 1.       ],0.5697119,[0.9999989 1.       ],1.0399106,,2.782399,,20.284899,[1.        0.8690433],41.25636,[1.        0.8690433],107.31814,,328.8047,
