,time [s]
initialize,0.003325
pretrain_policy,7.475821
initialize_CEGIS,0.180307
iter0_learner,3.091149
iter0_plot,0.093861
iter0_verifier,0.777024
iter0_process_counterexamples,0.023574
iter1_learner,3.621476
iter1_plot,0.004859
iter1_verifier,0.41114
iter1_process_counterexamples,0.025064
iter2_learner,2.519395
iter2_plot,0.00455
iter2_verifier,0.373491
iter2_process_counterexamples,0.025759
iter3_learner,2.718198
iter3_plot,0.00468
iter3_verifier,0.372664
iter3_process_counterexamples,0.023259
iter4_learner,2.700079
iter4_plot,0.004656
iter4_verifier,0.432929
iter4_process_counterexamples,0.023846
iter5_learner,2.72148
iter5_plot,0.004749
iter5_verifier,0.448731
iter5_process_counterexamples,0.023671
iter6_learner,2.738414
iter6_plot,0.004792
iter6_verifier,0.433759
iter6_process_counterexamples,0.023765
iter7_learner,2.783066
iter7_plot,0.004895
iter7_verifier,0.492789
iter7_process_counterexamples,0.023442
iter8_learner,2.755979
iter8_plot,0.005075
iter8_verifier,0.708855
iter8_process_counterexamples,0.024258
iter9_learner,2.79313
iter9_plot,0.005155
iter9_verifier,0.680041
iter9_process_counterexamples,0.023216
iter10_learner,2.793468
iter10_plot,0.005102
iter10_verifier,0.845336
iter10_process_counterexamples,0.022765
iter11_learner,2.7901
iter11_plot,0.005093
iter11_verifier,54.17168
