iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.215887,[1.        0.9641012],44.560818,[1.        0.9641012],46.23829,,159.65495,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.238423,[1.        0.9920019],26.630848,[1.        0.9920019],39.734203,,138.54855,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,4.9301157,[1.        0.9999505],14.248296,[1.        0.9999505],31.026133,,110.27463,
3,4.039985,[1.        0.8372828],6.455009,[1.        0.8372828],4.9309397,,9.251705,,3.4561079,[1.         0.99986243],9.820331,[1.         0.99986243],26.711138,,95.60369,
4,3.0326545,[1.         0.89658093],4.925343,[1.         0.89658093],3.9755538,,7.880687,,2.9100983,[1.        0.9998038],8.029407,[1.        0.9998038],24.798653,,88.40056,
5,2.417525,[1.        0.9411219],3.976259,[1.        0.9411219],3.3745532,,6.966524,,3.2240965,[1.         0.99047273],8.480731,[1.         0.99047273],27.458035,,97.32543,
6,1.9187955,[1.        0.9901562],3.2095764,[1.        0.9901562],2.9356174,,6.4102664,,4.1231203,[1.         0.96237594],9.75738,[1.         0.96237594],32.886066,,114.100494,
7,1.3159289,[1.         0.99997234],2.2705991,[1.         0.99997234],2.310165,,5.410021,,9.057243,[1.         0.92253035],17.602121,[1.         0.92253035],39.801815,,125.99834,
8,0.5308753,[0.9999667 1.       ],1.0032723,[0.9999667 1.       ],1.6597713,,4.5951276,,17.087347,[1.       0.865911],34.701256,[1.       0.865911],79.14686,,244.32237,
9,0.2882312,[1.         0.99944574],0.5644815,[1.         0.99944574],1.3294744,,3.888494,,21.669544,[1.         0.82598644],43.559372,[1.         0.82598644],104.34394,,316.1743,
10,0.3485842,[0.9999836 1.       ],0.6552614,[0.9999836 1.       ],1.275571,,3.6130748,,21.620052,[1.         0.81770205],43.765827,[1.         0.81770205],107.00679,,325.75763,
11,0.32222253,[0.9999959 1.       ],0.6015919,[0.9999959 1.       ],1.2595766,,3.6001291,,21.150078,[1.        0.8247115],43.18183,[1.        0.8247115],107.37707,,328.74545,
