iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,15.12927,[1.         0.96626824],44.561367,[1.         0.96626824],46.22061,,159.66524,
1,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,8.856977,[1.        0.9962238],25.837524,[1.        0.9962238],38.16394,,133.94098,
2,5.5860577,[1.        0.9030743],8.337287,[1.        0.9030743],6.1260037,,9.999242,,4.8560667,[1.         0.99992657],14.1811285,[1.         0.99992657],29.56861,,105.346146,
3,4.342784,[1.         0.97259855],6.6534805,[1.         0.97259855],5.374021,,9.67247,,3.3740346,[1.         0.99983126],9.706572,[1.         0.99983126],25.628155,,91.795784,
4,3.351759,[1.        0.9999772],5.221437,[1.        0.9999772],4.5726333,,8.87191,,2.6622558,[1.        0.9999668],7.491284,[1.        0.9999668],22.73605,,80.95518,
5,2.6798894,[1.        0.9998671],4.254209,[1.        0.9998671],3.9147565,,7.9961495,,2.899821,[1.        0.9946512],7.7827377,[1.        0.9946512],24.574425,,87.284966,
6,2.1835134,[0.99995303 1.        ],3.5213225,[0.99995303 1.        ],3.5181165,,7.588076,,3.0048523,[1.        0.9772017],7.7093673,[1.        0.9772017],26.55201,,93.819565,
7,1.7798121,[0.9999503 1.       ],2.90972,[0.9999503 1.       ],3.1805696,,7.200851,,3.821966,[1.         0.95072365],9.133229,[1.         0.95072365],28.806896,,99.68804,
8,1.2494568,[1.        0.9999419],2.079289,[1.        0.9999419],2.7534652,,6.6961594,,6.392558,[1.         0.89214647],14.202712,[1.         0.89214647],41.73466,,139.79457,
9,0.45126143,[0.99866736 1.        ],0.90689737,[0.99866736 1.        ],2.4852545,,7.250361,,17.479856,[1.        0.8533099],34.672573,[1.        0.8533099],97.27933,,301.35638,
10,0.4185621,[1.        0.9999361],0.8087903,[1.        0.9999361],2.3050644,,6.674878,,20.843098,[1.         0.78360134],42.15445,[1.         0.78360134],117.71027,,365.90424,
11,0.36186934,[1.        0.9999954],0.6904481,[1.        0.9999954],2.148061,,6.2585278,,20.726583,[1.        0.7998001],42.357746,[1.        0.7998001],120.335365,,376.16168,
12,0.3715525,[1.        0.9980704],0.70574105,[1.        0.9980704],2.1475618,,6.243996,,21.00462,[1.        0.7971684],43.017178,[1.        0.7971684],124.02905,,388.59055,
