iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.213406,[1.        0.9660249],44.506916,[1.        0.9660249],46.600174,,160.34569,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.095728,[1.        0.9939954],26.269093,[1.        0.9939954],39.554924,,138.012,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,4.925112,[1.      0.99943],14.248663,[1.      0.99943],30.991861,,109.82215,
3,4.183652,[1.        0.9033042],6.713803,[1.        0.9033042],4.9376507,,9.032903,,3.3716328,[1.       0.999909],9.670247,[1.       0.999909],26.574497,,95.0557,
4,3.157645,[1.        0.9678636],5.1559715,[1.        0.9678636],4.048575,,7.886081,,2.7747383,[1.        0.9995115],7.7544546,[1.        0.9995115],24.074015,,86.04216,
5,2.5078464,[1.         0.99992645],4.164649,[1.         0.99992645],3.4545286,,7.054798,,3.178809,[1.        0.9857868],8.320455,[1.        0.9857868],26.846354,,94.855774,
6,2.0606349,[1.         0.99987555],3.4592257,[1.         0.99987555],2.8462234,,5.881567,,3.6566086,[1.         0.97025216],8.970994,[1.         0.97025216],30.184357,,105.40393,
7,1.5157086,[1.        0.9999935],2.6053433,[1.        0.9999935],2.3602848,,5.1925244,,5.7354574,[1.       0.938765],12.980885,[1.       0.938765],39.798515,,134.92223,
8,0.67309797,[1.        0.9999342],1.2237979,[1.        0.9999342],1.5301939,,3.8506806,,15.093349,[1.         0.85231435],30.267704,[1.         0.85231435],78.82883,,247.60283,
9,0.31551665,[0.99999964 1.        ],0.608709,[0.99999964 1.        ],1.2780579,,3.5709217,,21.327787,[1.        0.8103593],42.580418,[1.        0.8103593],107.756546,,331.11545,
10,0.35664833,[1.         0.99999094],0.65818673,[1.         0.99999094],1.2114339,,3.2880766,,21.509396,[1.        0.8017727],43.442165,[1.        0.8017727],108.89984,,335.29553,
11,0.33742607,[1.         0.99995977],0.6073424,[1.         0.99995977],1.1464728,,3.105076,,20.686802,[1.         0.81069005],42.256897,[1.         0.81069005],107.45884,,332.84076,
12,0.35045588,[1.        0.9998839],0.6323945,[1.        0.9998839],1.1928124,,3.2351356,,21.154182,[1.         0.80488455],43.16205,[1.         0.80488455],111.18281,,344.4574,
