iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,15.221954,[1.        0.9669667],44.435974,[1.        0.9669667],46.34388,,159.55893,
1,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,9.091728,[1.        0.9928522],26.186348,[1.        0.9928522],39.891987,,138.79741,
2,5.3970003,[1.        0.8418343],8.463332,[1.        0.8418343],5.8844204,,9.9995165,,4.8272877,[1.        0.9999263],13.9752445,[1.        0.9999263],30.957443,,109.848366,
3,4.1797523,[1.        0.9050277],6.7018256,[1.        0.9050277],4.994053,,9.187349,,3.3347375,[1.         0.99995095],9.528554,[1.         0.99995095],26.824682,,95.87344,
4,3.1114345,[1.        0.9714708],5.088793,[1.        0.9714708],4.0582743,,7.978028,,2.8143191,[1.         0.99974763],7.8092217,[1.         0.99974763],24.652155,,87.81651,
5,2.4586234,[1.        0.9999502],4.0933824,[1.        0.9999502],3.460369,,7.1439676,,3.2090719,[1.        0.9875873],8.387583,[1.        0.9875873],27.551558,,97.277725,
6,1.997903,[1.        0.9999869],3.3671198,[1.        0.9999869],2.854743,,5.998879,,3.9908054,[1.        0.9686459],9.587627,[1.        0.9686459],32.45123,,112.54242,
7,1.4268999,[1.        0.9999062],2.469655,[1.        0.9999062],2.331532,,5.235743,,6.5564365,[1.         0.93951046],14.774645,[1.         0.93951046],39.743202,,132.65453,
8,0.48156542,[0.9989355 1.       ],0.9245487,[0.9989355 1.       ],1.553858,,4.224031,,17.108526,[1.      0.85344],33.94258,[1.      0.85344],90.198364,,278.25803,
9,0.33164963,[1.        0.9999996],0.6130155,[1.        0.9999996],1.253774,,3.4531748,,20.929893,[1.         0.82525027],42.478237,[1.         0.82525027],110.84112,,339.36597,
10,0.36641756,[0.9999881 1.       ],0.6617227,[0.9999881 1.       ],1.21062,,3.2726648,,21.323828,[1.         0.81040347],43.326115,[1.         0.81040347],114.19535,,350.40714,
11,0.33374703,[0.999939 1.      ],0.6090975,[0.999939 1.      ],1.2122136,,3.339882,,21.336977,[1.       0.817245],43.52163,[1.       0.817245],116.19343,,357.11743,
