iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.039707,[1.         0.96783894],44.092426,[1.         0.96783894],46.06419,,157.93205,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.703235,[1.       0.965085],27.012177,[1.       0.965085],41.794086,,144.11366,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,5.0080094,[1.       0.999946],14.091645,[1.       0.999946],31.536245,,111.16852,
3,4.1068993,[1.        0.8854739],6.565143,[1.        0.8854739],4.9559846,,9.193074,,3.456789,[1.         0.99988323],9.645627,[1.         0.99988323],26.054775,,92.039116,
4,3.113953,[1.        0.9503941],5.0582027,[1.        0.9503941],4.002963,,7.812252,,3.0128503,[1.        0.9996788],8.13681,[1.        0.9996788],27.597462,,97.19369,
5,2.4859543,[1.         0.99815303],4.093565,[1.         0.99815303],3.2503293,,6.4899473,,3.196762,[1.        0.9688497],8.172397,[1.        0.9688497],31.190771,,109.16746,
6,2.007479,[0.9999982 1.       ],3.3624628,[0.9999982 1.       ],2.912071,,6.159733,,4.503389,[1.        0.9355988],10.567044,[1.        0.9355988],40.144207,,138.60289,
7,1.1530515,[0.99998343 1.        ],2.039109,[0.99998343 1.        ],1.7953984,,4.035473,,12.026539,[1.       0.899558],24.174572,[1.       0.899558],66.246254,,210.58801,
8,0.5558786,[0.99999416 1.        ],0.9912079,[0.99999416 1.        ],1.2107213,,3.0092034,,18.56231,[1.         0.87923324],38.026188,[1.         0.87923324],109.10051,,347.29486,
9,0.4013129,[1.         0.99998456],0.7191524,[1.         0.99998456],1.0444449,,2.6963828,,20.355125,[1.         0.87460047],41.235386,[1.         0.87460047],120.24887,,380.34344,
10,0.34420696,[1.        0.9999055],0.59462243,[1.        0.9999055],1.0442625,,2.7525346,,20.81829,[1.         0.87668395],42.121113,[1.         0.87668395],124.97069,,395.79672,
11,0.3360073,[1.        0.9998572],0.5832691,[1.        0.9998572],0.9980082,,2.6349943,,20.709011,[1.        0.8811398],41.84959,[1.        0.8811398],125.492294,,397.40723,
