iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.989928,[1.         0.96757114],44.186306,[1.         0.96757114],45.769585,,158.15712,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.132482,[1.        0.9916168],26.14282,[1.        0.9916168],39.847954,,138.65755,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,4.818761,[1.        0.9999728],13.936143,[1.        0.9999728],30.817247,,109.27274,
3,4.2556725,[1.        0.9167399],6.724241,[1.        0.9167399],5.270855,,9.7277,,3.4508734,[1.        0.9997063],9.833919,[1.        0.9997063],27.175076,,96.99744,
4,3.2418106,[1.        0.9820163],5.19571,[1.        0.9820163],4.34202,,8.463174,,2.9107656,[0.9999731 1.       ],8.101086,[0.9999731 1.       ],25.103867,,89.45517,
5,2.6613622,[1.         0.99982786],4.3049135,[1.         0.99982786],3.731145,,7.484983,,3.083132,[1.        0.9952786],8.167733,[1.        0.9952786],26.319864,,93.023796,
6,2.108238,[1.        0.9999604],3.4721377,[1.        0.9999604],3.2278767,,6.813412,,3.7183006,[1.        0.9702484],8.994031,[1.        0.9702484],28.308735,,97.9693,
7,1.5241292,[1.         0.99990886],2.5732515,[1.         0.99990886],2.7061663,,6.0881767,,7.0583463,[1.        0.9223332],14.670845,[1.        0.9223332],38.783466,,125.176926,
8,0.6403716,[0.999951 1.      ],1.1797767,[0.999951 1.      ],2.0832522,,5.552562,,15.455284,[1.        0.8675475],31.287184,[1.        0.8675475],75.47021,,234.65405,
9,0.3242846,[1.        0.9999524],0.64756185,[1.        0.9999524],1.7778308,,5.091931,,21.39954,[1.         0.81472504],42.697315,[1.         0.81472504],110.40873,,337.70145,
10,0.36502457,[0.9999831 1.       ],0.69897485,[0.9999831 1.       ],1.7219428,,4.856489,,21.509455,[1.        0.7965295],43.427784,[1.        0.7965295],113.1736,,347.57397,
11,0.33409393,[1.         0.99999744],0.6306382,[1.         0.99999744],1.6905679,,4.793726,,21.125937,[1.        0.8000565],42.96079,[1.        0.8000565],114.40563,,352.86472,
