iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,2.2003512,[0.9993375  1.         0.99873924],7.938726,[0.9993375  1.         0.99873924],2.548973,,9.988702,,50.454243,[1.         0.9768017  0.99995667],265.26736,[1.         0.9768017  0.99995667],164.00786,,1029.1039,
1,2.2003512,[0.9993375  1.         0.99873924],7.938726,[0.9993375  1.         0.99873924],2.548973,,9.988702,,18.252287,[0.9995916  0.99973005 1.        ],87.15174,[0.9995916  0.99973005 1.        ],105.14524,,665.7403,
2,2.2003512,[0.9993375  1.         0.99873924],7.938726,[0.9993375  1.         0.99873924],2.548973,,9.988702,,11.728455,[0.99944544 1.         0.99973917],49.41501,[0.99944544 1.         0.99973917],92.8308,,582.7317,
3,0.6136286,[1.        0.9999804 0.9999422],2.2919426,[1.        0.9999804 0.9999422],1.321031,,6.2792277,,8.895868,[1.         0.99996096 0.99992734],34.779984,[1.         0.99996096 0.99992734],84.69088,,531.3528,
4,0.4139366,[0.999909  1.        0.9998821],1.412965,[0.999909  1.        0.9998821],1.5145514,,7.5461807,,7.451814,[0.99991924 0.9998282  1.        ],26.823349,[0.99991924 0.9998282  1.        ],78.162704,,487.64545,
5,0.40532872,[1.         0.99999017 0.99989384],1.2839414,[1.         0.99999017 0.99989384],1.8862634,,9.387064,,6.649904,[0.9999416 1.        0.9999906],21.984123,[0.9999416 1.        0.9999906],76.46999,,474.30066,
6,0.4905889,[0.99988407 1.         0.9999369 ],1.4787298,[0.99988407 1.         0.9999369 ],2.4789953,,12.178521,,6.184066,[1.         0.99992526 0.99874216],18.985178,[1.         0.99992526 0.99874216],77.09766,,474.66464,
7,0.48537433,[0.99997336 1.         0.9998542 ],1.3834367,[0.99997336 1.         0.9998542 ],2.6784668,,13.073607,,5.9540644,[1.         0.9987571  0.99841374],17.051016,[1.         0.9987571  0.99841374],79.058716,,483.8161,
8,0.5335816,[1.        0.999978  0.9980356],1.4599941,[1.        0.999978  0.9980356],3.1342266,,15.141469,,5.770214,[1.         0.99875104 0.9878088 ],15.690459,[1.         0.99875104 0.9878088 ],81.59173,,495.26086,
9,0.53850687,[0.9999756  1.         0.99901885],1.4109589,[0.9999756  1.         0.99901885],3.3833604,,16.265553,,5.736474,[1.         0.99950004 0.9740607 ],14.914483,[1.         0.99950004 0.9740607 ],85.56809,,518.1139,
