iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.98193,[1.         0.96846235],43.97375,[1.         0.96846235],45.998726,,157.74384,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.653499,[1.         0.96728796],26.854193,[1.         0.96728796],41.299973,,142.54541,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,4.966287,[1.        0.9999315],14.000978,[1.        0.9999315],31.159096,,109.88865,
3,4.255345,[1.         0.91449934],6.7173524,[1.         0.91449934],5.2510276,,9.664566,,3.4344413,[1.         0.99998355],9.595634,[1.         0.99998355],25.47173,,90.081924,
4,3.284347,[1.         0.97808397],5.2556887,[1.         0.97808397],4.3688517,,8.480259,,2.9103136,[1.        0.9998245],7.899934,[1.        0.9998245],26.406803,,93.44556,
5,2.657465,[1.         0.99994916],4.307718,[1.         0.99994916],3.7332594,,7.5042377,,3.13467,[1.        0.9819918],8.034882,[1.        0.9819918],30.00017,,105.51349,
6,2.134959,[1.       0.999969],3.517654,[1.       0.999969],3.2315195,,6.790807,,4.0333724,[1.        0.9472916],9.677667,[1.        0.9472916],37.44247,,130.06265,
7,1.4335775,[1.        0.9999362],2.4312758,[1.        0.9999362],2.5721931,,5.8163495,,9.989973,[1.         0.90474063],19.658577,[1.         0.90474063],59.327206,,188.93538,
8,0.59449166,[1.       0.999875],1.0513567,[1.       0.999875],1.7726216,,4.6093183,,17.78117,[1.         0.88481134],35.985344,[1.         0.88481134],103.96193,,330.48975,
9,0.33255124,[0.99991244 1.        ],0.5995921,[0.99991244 1.        ],1.533906,,4.243022,,20.352547,[1.         0.86137605],41.425186,[1.         0.86137605],125.93283,,399.18106,
10,0.3545262,[1.         0.99999756],0.6301335,[1.         0.99999756],1.5237734,,4.1832304,,20.674438,[1.        0.8481103],41.964653,[1.        0.8481103],128.64615,,408.29642,
11,0.343959,[0.9999998 1.       ],0.6133427,[0.9999998 1.       ],1.5199093,,4.1880116,,20.68775,[1.         0.84838545],42.148945,[1.         0.84838545],129.92001,,412.65042,
