iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.983275,[1.         0.96865636],43.953968,[1.         0.96865636],45.895725,,157.43933,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.64405,[1.        0.9682274],26.843033,[1.        0.9682274],41.401016,,142.79626,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,5.0605106,[1.         0.99969524],14.202624,[1.         0.99969524],31.700947,,111.833725,
3,4.264202,[1.        0.9137849],6.737369,[1.        0.9137849],5.26152,,9.695407,,3.5216544,[1.         0.99978876],9.806699,[1.         0.99978876],26.194012,,92.57112,
4,3.317044,[1.         0.97592705],5.3179603,[1.         0.97592705],4.3914676,,8.520509,,3.0432248,[1.         0.99941176],8.249779,[1.         0.99941176],26.806532,,94.392204,
5,2.702896,[1.        0.9998482],4.3853436,[1.        0.9998482],3.7656446,,7.5517817,,3.191612,[1.        0.9831759],8.048625,[1.        0.9831759],29.633846,,103.73538,
6,2.2054791,[1.        0.9999673],3.6302278,[1.        0.9999673],3.281584,,6.8457327,,4.0308704,[1.         0.95182836],9.705867,[1.         0.95182836],36.939774,,128.14728,
7,1.5281094,[1.        0.9999619],2.5794024,[1.        0.9999619],2.6240773,,5.8368473,,10.669441,[1.         0.88641924],19.614613,[1.         0.88641924],60.74304,,188.06775,
8,0.76515007,[1.        0.9999661],1.3319438,[1.        0.9999661],1.8614054,,4.6407614,,17.080845,[1.        0.8943757],34.08029,[1.        0.8943757],89.097664,,280.76373,
9,0.38301438,[0.9999899 1.       ],0.68204975,[0.9999899 1.       ],1.5573021,,4.226565,,19.729485,[1.       0.876675],40.279797,[1.       0.876675],116.77865,,364.18924,
10,0.40667295,[1.         0.99999857],0.7322706,[1.         0.99999857],1.6085232,,4.3894396,,20.592262,[1.        0.8701505],41.67792,[1.        0.8701505],122.94811,,381.22556,
