,time [s]
initialize,0.00352
pretrain_policy,10.453326
initialize_CEGIS,0.179247
iter0_learner,4.194212
iter0_plot,0.111886
iter0_verifier,3.974073
iter0_process_counterexamples,0.044472
iter1_learner,4.957912
iter1_plot,0.004599
iter1_verifier,4.211205
iter1_process_counterexamples,0.035004
iter2_learner,3.435877
iter2_plot,0.004602
iter2_verifier,4.231408
iter2_process_counterexamples,0.03166
iter3_learner,3.748287
iter3_plot,0.004651
iter3_verifier,4.316056
iter3_process_counterexamples,0.03203
iter4_learner,3.766327
iter4_plot,0.004809
iter4_verifier,4.715029
iter4_process_counterexamples,0.03208
iter5_learner,3.814643
iter5_plot,0.004961
iter5_verifier,4.471033
iter5_process_counterexamples,0.031541
iter6_learner,3.754374
iter6_plot,0.005435
iter6_verifier,154.94296
iter6_process_counterexamples,0.074822
iter7_learner,3.896204
iter7_plot,0.005177
iter7_verifier,4.75386
iter7_process_counterexamples,0.033124
iter8_learner,3.960042
iter8_plot,0.005242
iter8_verifier,1439.6998
