,time [s]
initialize,0.003314
pretrain_policy,7.854176
initialize_CEGIS,0.243536
iter0_learner,3.134238
iter0_plot,0.204339
iter0_verifier,1.308722
iter0_process_counterexamples,0.02444
iter1_learner,3.860875
iter1_plot,0.004669
iter1_verifier,0.961618
iter1_process_counterexamples,0.025344
iter2_learner,2.805046
iter2_plot,0.004678
iter2_verifier,1.059654
iter2_process_counterexamples,0.023564
iter3_learner,3.178118
iter3_plot,0.004632
iter3_verifier,1.050233
iter3_process_counterexamples,0.025385
iter4_learner,3.062638
iter4_plot,0.004742
iter4_verifier,1.21279
iter4_process_counterexamples,0.025336
iter5_learner,3.070916
iter5_plot,0.007153
iter5_verifier,29.317928
iter5_process_counterexamples,0.03876
iter6_learner,3.062707
iter6_plot,0.00486
iter6_verifier,121.61938
