,time [s]
initialize,0.003393
pretrain_policy,7.52473
initialize_CEGIS,0.175516
iter0_learner,2.926536
iter0_plot,0.09503
iter0_verifier,0.77957
iter0_process_counterexamples,0.022979
iter1_learner,3.607642
iter1_plot,0.004693
iter1_verifier,0.409175
iter1_process_counterexamples,0.026024
iter2_learner,2.552359
iter2_plot,0.004451
iter2_verifier,0.373955
iter2_process_counterexamples,0.024506
iter3_learner,2.750506
iter3_plot,0.004685
iter3_verifier,0.374742
iter3_process_counterexamples,0.024162
iter4_learner,2.757563
iter4_plot,0.00464
iter4_verifier,0.380992
iter4_process_counterexamples,0.023616
iter5_learner,2.715584
iter5_plot,0.004689
iter5_verifier,0.434117
iter5_process_counterexamples,0.024337
iter6_learner,2.69956
iter6_plot,0.004829
iter6_verifier,0.434832
iter6_process_counterexamples,0.023782
iter7_learner,2.690528
iter7_plot,0.004929
iter7_verifier,0.530186
iter7_process_counterexamples,0.023883
iter8_learner,2.696788
iter8_plot,0.005003
iter8_verifier,0.641878
iter8_process_counterexamples,0.02499
iter9_learner,2.731084
iter9_plot,0.005049
iter9_verifier,0.68852
iter9_process_counterexamples,0.02399
iter10_learner,2.693253
iter10_plot,0.005098
iter10_verifier,0.668242
iter10_process_counterexamples,0.023552
iter11_learner,2.697022
iter11_plot,0.005268
iter11_verifier,69.26465
