iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.011758,[1.        0.9682471],44.056103,[1.        0.9682471],45.977634,,157.71892,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.747178,[1.         0.96503794],27.027449,[1.         0.96503794],41.906254,,144.26674,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,5.0162463,[1.        0.9999332],14.08324,[1.        0.9999332],31.619879,,111.511154,
3,4.0909257,[1.        0.8870811],6.539891,[1.        0.8870811],4.958685,,9.219632,,3.4687445,[1.         0.99967086],9.662985,[1.         0.99967086],26.045563,,91.68167,
4,3.1046715,[1.        0.9510935],5.0411677,[1.        0.9510935],3.9223452,,7.5902615,,3.0150108,[1.        0.9994721],8.1490135,[1.        0.9994721],27.48641,,96.94083,
5,2.531359,[1.        0.9943242],4.160329,[1.        0.9943242],3.3303356,,6.6657915,,3.224022,[1.         0.97057706],8.285649,[1.         0.97057706],31.354137,,110.02519,
6,2.056226,[0.9999538 1.       ],3.4314063,[0.9999538 1.       ],2.961441,,6.2359176,,4.2836633,[1.         0.93109775],10.219233,[1.         0.93109775],39.802544,,137.92325,
7,1.248336,[1.        0.9998393],2.1754525,[1.        0.9998393],1.8816372,,4.1517444,,11.350978,[1.         0.89229894],22.370766,[1.         0.89229894],64.89253,,206.38501,
8,0.62314665,[1.        0.9999177],1.1152776,[1.        0.9999177],1.2922901,,3.1827407,,17.941576,[1.        0.8848572],35.885254,[1.        0.8848572],105.43261,,335.39188,
9,0.3524115,[0.99997497 1.        ],0.66817504,[0.99997497 1.        ],0.98599285,,2.6144626,,20.411911,[1.        0.8844201],41.150608,[1.        0.8844201],133.20747,,422.54166,
10,0.35547855,[1.         0.99843305],0.6425443,[1.         0.99843305],1.045935,,2.7703626,,20.454748,[1.        0.8742912],41.396328,[1.        0.8742912],135.16417,,430.14624,
