iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.086911,[1.        0.9669635],44.252083,[1.        0.9669635],46.2266,,158.47249,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.908069,[1.        0.9621386],27.564342,[1.        0.9621386],42.097958,,144.92136,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.134406,[0.99990606 1.        ],14.441415,[0.99990606 1.        ],32.25757,,113.60412,
3,4.0175076,[1.         0.83778405],6.4192457,[1.         0.83778405],4.876613,,9.127927,,3.6281807,[1.        0.9994437],10.087151,[1.        0.9994437],26.485,,93.3256,
4,3.06422,[1.        0.8961471],4.9728255,[1.        0.8961471],3.9538722,,7.7706437,,3.131903,[1.         0.99690205],8.445339,[1.         0.99690205],28.127672,,99.11469,
5,2.45049,[1.        0.9420003],4.0224977,[1.        0.9420003],3.3417463,,6.8127313,,3.2268353,[1.         0.97283345],8.1664095,[1.         0.97283345],31.80861,,111.83236,
6,1.9301691,[1.        0.9937879],3.2337542,[1.        0.9937879],2.9097285,,6.3278103,,5.4521813,[1.         0.92267793],11.720142,[1.         0.92267793],43.63598,,146.63582,
7,1.1860218,[1.       0.999869],2.0376983,[1.       0.999869],2.0626223,,4.8242254,,14.470762,[1.         0.93023914],29.689537,[1.         0.93023914],76.17418,,242.75392,
8,0.588517,[1.         0.99987555],1.0297143,[1.         0.99987555],1.3959535,,3.5801508,,18.64113,[1.         0.91616035],38.928448,[1.         0.91616035],100.547646,,313.7589,
9,0.30903956,[0.999778 1.      ],0.5671421,[0.999778 1.      ],1.1886867,,3.3634138,,20.575663,[1.         0.91392154],41.857815,[1.         0.91392154],108.82394,,333.86185,
10,0.3386513,[0.9999926 1.       ],0.6044947,[0.9999926 1.       ],1.115212,,3.080414,,20.754057,[1.        0.9059844],41.95927,[1.        0.9059844],110.133995,,337.71048,
11,0.30262384,[0.9999763 1.       ],0.54710686,[0.9999763 1.       ],1.1027012,,3.10676,,20.655413,[1.        0.9117938],41.790928,[1.        0.9117938],113.376,,349.20264,
12,0.30598217,[0.9999021 1.       ],0.55495167,[0.9999021 1.       ],1.1308998,,3.199091,,20.596874,[1.         0.91215277],41.651394,[1.         0.91215277],114.02796,,351.74625,
