iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,15.04402,[1.       0.966995],44.186314,[1.       0.966995],46.118877,,158.12802,
1,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,9.905552,[1.        0.9622319],27.50693,[1.        0.9622319],41.55102,,142.71638,
2,5.2292843,[1.        0.7785198],8.13332,[1.        0.7785198],5.7800694,,9.9981165,,5.153958,[1.        0.9996732],14.502743,[1.        0.9996732],31.737263,,111.63833,
3,4.021235,[1.        0.8381671],6.4200416,[1.        0.8381671],4.86912,,9.091974,,3.6512244,[1.        0.9996844],10.171652,[1.        0.9996844],26.064022,,91.79045,
4,3.0954463,[1.         0.89352316],5.0191402,[1.         0.89352316],4.012971,,7.905794,,3.1182764,[1.        0.9997239],8.452269,[1.        0.9997239],27.427832,,96.65145,
5,2.5139532,[1.         0.93653613],4.12832,[1.         0.93653613],3.4636269,,7.132914,,3.2479126,[1.        0.9673362],8.304677,[1.        0.9673362],31.538685,,110.61952,
6,1.9876468,[1.         0.98725957],3.3040376,[1.         0.98725957],2.8698893,,6.0865335,,5.370025,[1.         0.92593807],11.971341,[1.         0.92593807],43.1758,,147.14099,
7,1.2196529,[0.99982935 1.        ],2.0930645,[0.99982935 1.        ],2.1671069,,5.094476,,13.94656,[1.         0.92106444],29.377863,[1.         0.92106444],83.03285,,269.36163,
8,0.54712963,[1.        0.9999593],0.95033246,[1.        0.9999593],1.3524411,,3.5018046,,18.390553,[1.        0.9103115],38.484222,[1.        0.9103115],110.82835,,349.83987,
9,0.3820832,[0.9999184 1.       ],0.6597117,[0.9999184 1.       ],1.1883615,,3.2157967,,19.381872,[1.         0.93496263],40.09646,[1.         0.93496263],122.64045,,384.29916,
10,0.28093538,[1.        0.9999933],0.49800172,[1.        0.9999933],1.1221993,,3.1590827,,19.842459,[1.        0.9414648],40.900154,[1.        0.9414648],127.61508,,399.5654,
11,0.32123783,[1.         0.99999493],0.56252813,[1.         0.99999493],1.0874559,,2.999395,,19.76306,[1.        0.9196749],40.594246,[1.        0.9196749],127.24795,,398.8608,
