iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.980482,[1.         0.96865845],43.952156,[1.         0.96865845],45.894184,,157.44075,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.647503,[1.        0.9681725],26.85678,[1.        0.9681725],41.48081,,143.1404,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,5.000019,[1.        0.9998652],14.063888,[1.        0.9998652],31.516258,,111.17699,
3,4.2668924,[1.        0.9138185],6.731479,[1.        0.9138185],5.259024,,9.672792,,3.4565008,[1.         0.99943244],9.640497,[1.         0.99943244],25.848328,,91.53316,
4,3.24929,[1.         0.97894186],5.2133603,[1.         0.97894186],4.332721,,8.437603,,3.0246558,[1.        0.9998571],8.197038,[1.        0.9998571],27.214409,,95.80073,
5,2.651334,[1.         0.99979734],4.305529,[1.         0.99979734],3.729198,,7.5145855,,3.3930838,[1.        0.9832339],8.500858,[1.        0.9832339],30.473534,,106.45297,
6,2.1305125,[1.        0.9999564],3.5156648,[1.        0.9999564],3.2244003,,6.7866926,,4.519733,[1.       0.950005],10.788394,[1.       0.950005],38.854897,,134.22725,
7,1.2904488,[1.        0.9999159],2.2098641,[1.        0.9999159],2.434392,,5.6193485,,11.47659,[1.        0.8984391],22.09166,[1.        0.8984391],62.072777,,194.17256,
8,0.54005545,[1.        0.9998151],0.95674753,[1.        0.9998151],1.6719096,,4.3830495,,18.026255,[1.        0.8799664],36.40379,[1.        0.8799664],104.15137,,329.38864,
9,0.3781013,[1.         0.99998057],0.66801274,[1.         0.99998057],1.5676162,,4.267043,,20.109903,[1.         0.86567354],41.11996,[1.         0.86567354],120.17707,,378.3513,
10,0.37291068,[1.        0.9999867],0.66333145,[1.        0.9999867],1.528496,,4.179369,,20.569288,[1.         0.85969543],42.0978,[1.         0.85969543],124.910416,,393.85794,
11,0.37341982,[1.        0.9999851],0.65927243,[1.        0.9999851],1.50703,,4.1050525,,20.391794,[1.         0.85321474],41.638527,[1.         0.85321474],124.21896,,392.68536,
