iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.981421,[1.        0.9683346],43.98229,[1.        0.9683346],45.96161,,157.6132,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.645286,[1.         0.96764064],26.834387,[1.         0.96764064],41.32437,,142.6019,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,4.966844,[1.        0.9999066],13.982424,[1.        0.9999066],31.13333,,109.83602,
3,4.258294,[1.        0.9141263],6.7284513,[1.        0.9141263],5.256607,,9.686609,,3.4331486,[1.        0.9999763],9.587219,[1.        0.9999763],25.446222,,90.05355,
4,3.283296,[1.        0.9772778],5.260138,[1.        0.9772778],4.350724,,8.434969,,2.9084828,[1.         0.99978274],7.9359865,[1.         0.99978274],26.224497,,92.56198,
5,2.6367552,[1.         0.99993676],4.279689,[1.         0.99993676],3.6811163,,7.3889275,,2.9946356,[1.        0.9791809],7.771575,[1.        0.9791809],29.579176,,103.985725,
6,2.0935087,[0.9999417 1.       ],3.4631388,[0.9999417 1.       ],3.1874237,,6.7370944,,3.9265606,[1.        0.9425473],9.314451,[1.        0.9425473],37.064354,,128.86253,
7,1.3572376,[0.99981 1.     ],2.32192,[0.99981 1.     ],2.5191553,,5.7885075,,10.074079,[1.         0.89647216],19.410402,[1.         0.89647216],59.917686,,189.78203,
8,0.5684339,[0.99994814 1.        ],1.0239044,[0.99994814 1.        ],1.8206722,,4.817415,,18.025959,[1.         0.87065864],36.520535,[1.         0.87065864],103.25751,,327.23602,
9,0.3614819,[1.         0.99998486],0.654253,[1.         0.99998486],1.6556909,,4.578214,,20.226896,[1.         0.85223496],41.259933,[1.         0.85223496],120.60988,,381.9639,
10,0.37113345,[0.99999803 1.        ],0.6683471,[0.99999803 1.        ],1.590333,,4.3780994,,20.69216,[1.        0.8409949],42.08345,[1.        0.8409949],124.629425,,395.47015,
11,0.37939662,[0.9999982 1.       ],0.6739178,[0.9999982 1.       ],1.5597279,,4.2704005,,20.539669,[1.        0.8316025],41.702675,[1.        0.8316025],122.50513,,389.42343,
12,0.3667734,[1.        0.9999876],0.6567265,[1.        0.9999876],1.5820575,,4.3726172,,20.563498,[1.     0.8316],41.682358,[1.     0.8316],124.30429,,395.23074,
