iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.243851,[1.         0.96325624],44.815514,[1.         0.96325624],46.186546,,159.69627,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,8.982206,[1.         0.99584085],26.33472,[1.         0.99584085],38.888775,,136.4077,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.8823295,[0.9999919 1.       ],14.409084,[0.9999919 1.       ],30.527328,,108.70925,
3,4.138405,[1.        0.8862166],6.6029873,[1.        0.8862166],5.041059,,9.380274,,3.4168308,[1.        0.9996787],9.907533,[1.        0.9996787],26.912485,,96.39832,
4,3.116973,[1.         0.94962007],5.0498037,[1.         0.94962007],3.9420915,,7.6057954,,2.72876,[1.       0.998956],7.731282,[1.       0.998956],24.523144,,87.72382,
5,2.4247408,[1.         0.99940336],3.9957104,[1.         0.99940336],3.1734653,,6.3269563,,2.921199,[1.        0.9894419],7.9065266,[1.        0.9894419],26.685884,,94.94425,
6,1.9800825,[1.        0.9998819],3.3052654,[1.        0.9998819],2.7666652,,5.739172,,3.4463558,[1.         0.96369326],8.731201,[1.         0.96369326],30.041286,,105.53674,
7,1.4945791,[1.         0.99998885],2.553767,[1.         0.99998885],2.2364237,,4.8513684,,5.914109,[1.       0.920482],12.407179,[1.       0.920482],40.947746,,136.39174,
8,0.77753764,[0.99993235 1.        ],1.4173784,[0.99993235 1.        ],1.443777,,3.462615,,14.126028,[1.        0.8713361],29.08262,[1.        0.8713361],56.9343,,178.26541,
9,0.33198276,[0.99978244 1.        ],0.6592335,[0.99978244 1.        ],1.0414054,,2.844064,,20.987722,[1.        0.8188184],41.535492,[1.        0.8188184],94.3627,,286.60767,
10,0.36831957,[1.        0.9999348],0.70773315,[1.        0.9999348],1.0290245,,2.7630796,,21.943089,[1.        0.8035461],43.98598,[1.        0.8035461],102.58259,,312.82678,
11,0.3416958,[1.        0.9998985],0.660433,[1.        0.9998985],1.0305604,,2.8128552,,22.333204,[1.        0.8082561],44.72825,[1.        0.8082561],106.96812,,327.12097,
12,0.3544107,[1.        0.9949676],0.6604334,[1.        0.9949676],1.0636057,,2.8744016,,21.408775,[1.         0.80389464],43.57337,[1.         0.80389464],106.38978,,328.05484,
