,time [s]
initialize,0.003235
pretrain_policy,7.490103
initialize_CEGIS,0.177045
iter0_learner,2.848744
iter0_plot,0.093849
iter0_verifier,0.78663
iter0_process_counterexamples,0.024652
iter1_learner,3.532801
iter1_plot,0.004601
iter1_verifier,0.416425
iter1_process_counterexamples,0.024802
iter2_learner,2.576879
iter2_plot,0.004545
iter2_verifier,0.371103
iter2_process_counterexamples,0.024555
iter3_learner,2.782119
iter3_plot,0.00472
iter3_verifier,0.441858
iter3_process_counterexamples,0.024589
iter4_learner,2.736544
iter4_plot,0.004708
iter4_verifier,0.444086
iter4_process_counterexamples,0.024297
iter5_learner,2.730285
iter5_plot,0.004705
iter5_verifier,0.429128
iter5_process_counterexamples,0.023611
iter6_learner,2.760374
iter6_plot,0.004775
iter6_verifier,0.440992
iter6_process_counterexamples,0.02354
iter7_learner,2.767571
iter7_plot,0.004931
iter7_verifier,0.534545
iter7_process_counterexamples,0.023521
iter8_learner,2.757176
iter8_plot,0.00491
iter8_verifier,0.695181
iter8_process_counterexamples,0.024236
iter9_learner,2.725637
iter9_plot,0.004984
iter9_verifier,0.680296
iter9_process_counterexamples,0.023321
iter10_learner,2.775052
iter10_plot,0.005372
iter10_verifier,0.844261
iter10_process_counterexamples,0.023896
iter11_learner,2.755153
iter11_plot,0.005124
iter11_verifier,68.63362
