iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.090652,[1.         0.96653914],44.197563,[1.         0.96653914],46.02279,,157.84999,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.737818,[1.        0.9632844],27.079494,[1.        0.9632844],41.8831,,144.16158,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,4.996892,[1.         0.99987304],14.117531,[1.         0.99987304],31.666847,,111.66939,
3,4.095216,[1.         0.88577425],6.5443764,[1.         0.88577425],4.9175034,,9.091911,,3.5155547,[1.        0.9995383],9.81243,[1.        0.9995383],26.170086,,92.3919,
4,3.1016257,[1.         0.95058274],5.047259,[1.         0.95058274],3.9962802,,7.814336,,3.116853,[1.         0.99918365],8.43872,[1.         0.99918365],27.942715,,98.58936,
5,2.504081,[1.         0.99880046],4.130445,[1.         0.99880046],3.4567308,,7.074721,,3.2993636,[1.         0.97266674],8.266556,[1.         0.97266674],31.433874,,110.1096,
6,1.962147,[0.9999293 1.       ],3.3035688,[0.9999293 1.       ],2.7185974,,5.663638,,5.039348,[1.        0.9282057],11.158136,[1.        0.9282057],42.04896,,142.48253,
7,1.1477058,[1.        0.9997636],2.02019,[1.        0.9997636],1.9345739,,4.453911,,14.160947,[1.        0.9091476],28.99402,[1.        0.9091476],74.82871,,238.03862,
8,0.59108925,[1.         0.99968326],1.0510037,[1.         0.99968326],1.187468,,2.8979566,,18.874363,[1.        0.9044709],39.022472,[1.        0.9044709],99.473694,,308.7423,
9,0.36146185,[1.         0.99993616],0.6688749,[1.         0.99993616],0.9926292,,2.614825,,20.264933,[1.        0.9218484],41.36302,[1.        0.9218484],109.307655,,335.22162,
10,0.35349816,[1.         0.99998313],0.6443405,[1.         0.99998313],1.0398383,,2.7626753,,20.273064,[1.        0.9132219],41.37642,[1.        0.9132219],111.02558,,340.87274,
11,0.37118423,[0.9999961 1.       ],0.6681523,[0.9999961 1.       ],1.031421,,2.717049,,20.24283,[1.        0.9074552],41.334965,[1.        0.9074552],112.43286,,346.18692,
