iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,15.024459,[1.        0.9676997],44.152493,[1.        0.9676997],45.56794,,157.33981,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.127663,[1.         0.99009925],26.10773,[1.         0.99009925],39.735744,,138.13089,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,4.807521,[1.        0.9994393],13.894421,[1.        0.9994393],30.56999,,108.36831,
3,4.2637377,[1.        0.9157211],6.7311797,[1.        0.9157211],5.279407,,9.733401,,3.4360714,[1.         0.99952173],9.763467,[1.         0.99952173],26.778526,,95.55042,
4,3.2478204,[1.        0.9808174],5.2013574,[1.        0.9808174],4.3553023,,8.48686,,2.9243813,[1.         0.99983096],8.113455,[1.         0.99983096],24.787691,,88.22575,
5,2.6585984,[0.99999964 1.        ],4.2977815,[0.99999964 1.        ],3.738808,,7.504875,,3.1020944,[1.        0.9942995],8.187051,[1.        0.9942995],25.946295,,91.46789,
6,2.1059706,[1.        0.9999967],3.463927,[1.        0.9999967],3.2389877,,6.8397336,,3.7575843,[1.      0.97601],9.094577,[1.      0.97601],28.194008,,97.46784,
7,1.5362103,[0.99992424 1.        ],2.5837781,[0.99992424 1.        ],2.7036347,,6.047802,,6.7674956,[1.        0.9382191],14.426274,[1.        0.9382191],36.975174,,120.18529,
8,0.6640867,[1.        0.9999194],1.2025162,[1.        0.9999194],2.0421875,,5.3657246,,15.532151,[1.        0.8788645],31.453766,[1.        0.8788645],77.538506,,240.51506,
9,0.31814823,[1.        0.9999727],0.6300333,[1.        0.9999727],1.7329606,,4.9376698,,21.650328,[1.         0.82550937],43.270782,[1.         0.82550937],115.56181,,354.74414,
10,0.39038953,[0.9999745 1.       ],0.73833394,[0.9999745 1.       ],1.7264088,,4.820087,,21.744091,[1.        0.8138561],43.85154,[1.        0.8138561],118.159195,,363.13217,
11,0.33907473,[0.9999901 1.       ],0.6445011,[0.9999901 1.       ],1.7085341,,4.8475494,,21.76366,[1.        0.8166079],44.04978,[1.        0.8166079],119.871895,,369.01398,
