iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,15.035761,[1.         0.96808976],44.07219,[1.         0.96808976],46.029705,,157.79047,
1,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,9.740688,[1.        0.9649331],27.037903,[1.        0.9649331],41.41611,,142.34251,
2,5.343586,[1.        0.8227833],8.298204,[1.        0.8227833],5.892199,,10.0015955,,5.0008082,[1.        0.9997207],14.054619,[1.        0.9997207],31.27454,,110.16059,
3,4.1044426,[1.        0.8862587],6.5575695,[1.        0.8862587],4.9760895,,9.249195,,3.498227,[0.9998843 1.       ],9.75249,[0.9998843 1.       ],25.827621,,91.228386,
4,3.124496,[1.         0.95008194],5.0650344,[1.         0.95008194],3.93945,,7.6060524,,3.0154855,[1.        0.9999709],8.173059,[1.        0.9999709],27.395777,,96.62713,
5,2.5175877,[1.        0.9964214],4.135581,[1.        0.9964214],3.3487287,,6.733883,,3.1669972,[1.        0.9729625],8.148132,[1.        0.9729625],31.342443,,110.12317,
6,2.0444999,[0.9999326 1.       ],3.4052427,[0.9999326 1.       ],2.9163775,,6.1070223,,4.382748,[1.         0.92856085],10.29744,[1.         0.92856085],40.319042,,139.50742,
7,1.2456752,[1.        0.9998573],2.1617742,[1.        0.9998573],1.889307,,4.1716247,,11.676478,[1.         0.88936263],23.558802,[1.         0.88936263],66.63936,,213.64474,
8,0.6071027,[1.         0.99997157],1.0772847,[1.         0.99997157],1.2668386,,3.1094086,,17.826065,[1.         0.89157397],36.38796,[1.         0.89157397],104.45278,,332.72845,
9,0.42692816,[1.         0.99981785],0.7477743,[1.         0.99981785],0.9560091,,2.3851,,19.653452,[1.        0.9003004],40.312202,[1.        0.9003004],116.929695,,368.945,
10,0.37816834,[1.        0.9999854],0.670741,[1.        0.9999854],1.0158316,,2.6313026,,20.472483,[1.        0.9108547],41.58202,[1.        0.9108547],123.67618,,389.85394,
11,0.36508623,[1.         0.99998635],0.6367791,[1.         0.99998635],0.9497625,,2.452056,,20.307758,[1.        0.9089402],41.26827,[1.        0.9089402],122.96006,,387.93073,
