,info
start_date,2026-06-02_00-45-30
model,LinearSystem
layout,0
seed,5
ckpt,
algorithm,PPO_JAX
probability_bound,0.8
local_refinement,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,False
exp_certificate,False
status,success
total_CEGIS_time,28.32741
verify_samples,90000
verify_samples_naive,0
