iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
0,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,14.982379,[1.        0.9685103],43.966785,[1.        0.9685103],45.999214,,157.74135,
1,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,9.666898,[1.        0.9681596],26.888247,[1.        0.9681596],41.2722,,142.22713,
2,5.5567617,[1.         0.84920007],8.504452,[1.         0.84920007],6.064581,,9.989481,,5.0314975,[1.         0.99990255],14.18297,[1.         0.99990255],31.322994,,110.36491,
3,4.2626557,[1.        0.9132349],6.731098,[1.        0.9132349],5.248028,,9.653167,,3.5576422,[1.        0.9997603],9.920478,[1.        0.9997603],26.057758,,92.04558,
4,3.3008554,[1.        0.9749546],5.2815924,[1.        0.9749546],4.3278046,,8.343134,,2.991883,[1.         0.99855405],8.140562,[1.         0.99855405],26.600739,,93.89422,
5,2.7402046,[1.        0.9996988],4.425252,[1.        0.9996988],3.7268925,,7.3751383,,3.0098183,[1.         0.97760904],7.8140254,[1.         0.97760904],29.846596,,104.84465,
6,2.1556194,[1.         0.99999475],3.5436313,[1.         0.99999475],3.202338,,6.6744723,,4.085556,[1.        0.9384208],9.480715,[1.        0.9384208],37.89589,,131.25626,
7,1.3991733,[1.         0.99991393],2.379944,[1.         0.99991393],2.494247,,5.645099,,10.489356,[1.        0.9001697],20.744457,[1.        0.9001697],61.95775,,198.17789,
8,0.5762366,[0.9999618 1.       ],1.0252466,[0.9999618 1.       ],1.8096905,,4.756245,,18.06137,[1.        0.8801408],36.500416,[1.        0.8801408],98.82228,,311.80386,
9,0.34029734,[1.        0.9999455],0.63116944,[1.        0.9999455],1.6613882,,4.643751,,20.759743,[1.        0.8737609],41.964043,[1.        0.8737609],116.60472,,365.50467,
10,0.3872379,[1.        0.9999893],0.69972384,[1.        0.9999893],1.6439068,,4.5258822,,20.88163,[1.        0.8519608],42.11344,[1.        0.8519608],116.33352,,366.2181,
